joint_tau_cal_0,joint_tau_cal_1,joint_tau_cal_2,joint_tau_cal_3,joint_tau_cal_4,joint_tau_cal_5,joint_tau_cal_6,joint_tau_cal_7,joint_tau_cal_8,joint_tau_cal_9,joint_tau_cal_10,joint_tau_cal_11,joint_tau_cal_12,joint_tau_cal_13,joint_tau_cal_14,joint_tau_cal_15,joint_tau_est_0,joint_tau_est_1,joint_tau_est_2,joint_tau_est_3,joint_tau_est_4,joint_tau_est_5,joint_tau_est_6,joint_tau_est_7,joint_tau_est_8,joint_tau_est_9,joint_tau_est_10,joint_tau_est_11,joint_tau_est_12,joint_tau_est_13,joint_tau_est_14,joint_tau_est_15,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_12,joint_pos_target_13,joint_pos_target_14,joint_vel_3,joint_vel_7,joint_vel_11,joint_vel_15,joint_vel_target_3,joint_vel_target_7,joint_vel_target_11,joint_vel_target_15,
-5.61778,3.66984,26.3781,0.842113,-0.506451,-3.62212,18.7952,-1.38507,1.65619,3.20684,23.6018,-0.517474,4.77561,-1.1517,22.6924,0.0985944,-5.69049,3.38736,26.1355,0.883728,-0.583489,-3.7969,19.0839,-1.31605,1.72371,3.4827,23.5492,-0.50268,4.71796,-1.24983,22.6487,0.147488,0.0275819,-0.600811,0.58697,0.0123788,-0.597706,0.583524,-0.0496239,-0.619208,0.553543,0.0157465,-0.577638,0.605978,-0.112999,-0.510877,1.24635,-0.000603016,-0.689959,1.05494,-0.00781731,-0.538782,1.14553,0.135172,-0.607714,1.17418,7.61418e-05,0.00177828,-0.420216,0.000735327,1.6843,-2.76835,-1.45516,0.197924,
-5.61002,3.72582,26.384,0.779766,-0.466208,-3.45814,18.504,-1.44186,1.68445,3.2247,23.9288,-0.588383,4.86562,-1.0089,22.6021,0.0285903,-5.60023,3.75665,26.2295,0.842213,-0.461382,-3.49807,18.7162,-1.34408,1.6505,3.21536,23.5383,-0.523047,4.78193,-1.06288,22.6258,0.0986242,0.0271569,-0.603044,0.5886,0.0115646,-0.600456,0.58635,-0.0493785,-0.619455,0.555124,0.0156932,-0.57985,0.607593,-0.113434,-0.510828,1.24818,-0.000463333,-0.688146,1.05146,-0.00733686,-0.539348,1.15335,0.137256,-0.606428,1.17362,0.0155047,0.00736278,-0.333991,0.000829797,1.57504,-2.87636,-1.51076,0.0580104,
-5.70181,3.83565,25.657,0.741449,-0.346892,-3.18226,18.3377,-1.45514,1.67929,2.83375,23.3879,-0.570485,4.86228,-0.746685,22.2317,-0.0186088,-5.58985,3.81496,26.3162,0.780303,-0.418967,-3.31588,18.4708,-1.43917,1.68597,3.2299,23.8623,-0.584774,4.87974,-0.915966,22.5336,0.0286102,0.0266885,-0.605373,0.590364,0.0106752,-0.603234,0.589055,-0.0492859,-0.619607,0.556865,0.0154533,-0.582178,0.609291,-0.116066,-0.511237,1.23381,0.00158519,-0.684001,1.04991,-0.0071301,-0.548442,1.14355,0.136806,-0.602262,1.16611,0.000116359,-0.0826378,-0.419876,0.000431049,1.48301,-2.99292,-1.56084,-0.0367866,
-5.71747,4.18033,25.8848,0.724178,-0.0590304,-2.72418,18.0328,-1.45968,1.60307,2.90182,23.8296,-0.580793,4.93218,-0.559936,22.2335,-0.0525011,-5.67258,3.87659,25.6106,0.735582,-0.307872,-3.08354,18.3203,-1.49771,1.69882,2.872,23.3367,-0.629506,4.87884,-0.658645,22.1745,-0.0186641,0.0261511,-0.607467,0.591782,0.00969879,-0.605929,0.591493,-0.0493549,-0.619736,0.558325,0.0150669,-0.584532,0.610906,-0.117031,-0.504531,1.23869,0.00752126,-0.675918,1.04447,-0.00915204,-0.546896,1.15391,0.138127,-0.599835,1.16762,-7.8102e-05,-0.0853437,-0.381259,0.00068703,1.44828,-3.0047,-1.54285,-0.104315,
-5.73125,4.21535,25.5048,0.666295,-0.0147536,-2.54263,18.2596,-1.5085,1.54284,2.73303,23.4878,-0.601458,4.96068,-0.419078,22.0236,-0.113899,-5.6884,4.20632,25.7748,0.724038,-0.0315883,-2.67766,17.9705,-1.50361,1.60938,2.93634,23.7084,-0.631905,4.95082,-0.483862,22.1899,-0.0523552,0.0255878,-0.60922,0.592852,0.0087361,-0.608198,0.593427,-0.0494938,-0.619869,0.55958,0.0146182,-0.586612,0.612229,-0.117945,-0.505189,1.22994,0.00767351,-0.673395,1.05008,-0.0111993,-0.551157,1.14638,0.138364,-0.59825,1.16348,0.00894065,-0.0853026,-0.362135,0.000512814,1.34153,-3.1023,-1.56505,-0.227286,
-5.78631,4.17026,25.5019,0.607702,0.156724,-2.63215,18.0036,-1.63049,1.54764,2.59284,23.3387,-0.72392,4.94423,-0.38482,21.8601,-0.189112,-5.71126,4.22184,25.5018,0.667282,0.0210254,-2.48078,18.2218,-1.50665,1.5306,2.75645,23.4736,-0.620426,4.97441,-0.361246,22.0043,-0.114035,0.0250355,-0.610541,0.593318,0.00778484,-0.610051,0.594767,-0.0496133,-0.619779,0.56032,0.0142071,-0.588375,0.613048,-0.119996,-0.507332,1.2319,0.011293,-0.676397,1.0463,-0.0111478,-0.554427,1.14501,0.137604,-0.598876,1.15988,-0.000194059,0.00246627,-0.241402,0.000333403,1.21521,-3.2585,-1.68924,-0.377891,
-5.61775,4.16728,26.2653,0.555281,0.104159,-2.34473,18.2101,-1.64826,1.42757,2.64393,24.065,-0.661325,5.1533,-0.358941,22.1748,-0.251603,-5.77559,4.19193,25.5257,0.607537,0.199331,-2.55919,17.9895,-1.58207,1.53306,2.56791,23.349,-0.730475,4.95489,-0.34741,21.8648,-0.189327,0.0245648,-0.611363,0.593055,0.00691642,-0.611378,0.595482,-0.049657,-0.619375,0.560376,0.0138918,-0.589621,0.613292,-0.116226,-0.507112,1.24839,0.00913492,-0.670249,1.05017,-0.0141607,-0.553325,1.16089,0.14256,-0.599172,1.16762,0.0075394,0.000853494,-0.312085,0.000310786,1.1181,-3.29567,-1.63474,-0.502896,
-5.51407,4.13455,26.5692,0.51827,0.0725901,-2.42796,18.0986,-1.61486,1.47597,2.53245,24.3221,-0.718885,5.21601,-0.285671,22.2247,-0.292772,-5.60572,4.21381,26.2188,0.559034,0.140528,-2.28489,18.1463,-1.64888,1.41457,2.61757,24.0001,-0.66597,5.16577,-0.332807,22.1917,-0.251827,0.0241019,-0.611812,0.592348,0.00601378,-0.612284,0.595667,-0.0496914,-0.618725,0.560056,0.0135943,-0.59044,0.613049,-0.114126,-0.50822,1.25507,0.00717524,-0.673038,1.04731,-0.0130116,-0.554588,1.16685,0.143808,-0.598017,1.16844,0.00889017,-0.095306,-0.214252,0.000293791,1.04543,-3.32503,-1.65202,-0.58525,
-7.09859,3.44408,24.5741,0.328123,-1.22631,-1.5122,19.4923,-1.41041,3.30937,1.82651,25.0725,-1.14607,6.39079,1.15081,21.9067,0.272082,-5.50012,4.17865,26.6112,0.517675,0.109798,-2.40845,18.0478,-1.6635,1.47991,2.50766,24.2527,-0.723955,5.23057,-0.262347,22.2471,-0.292897,0.0235866,-0.612095,0.591434,0.00510105,-0.61294,0.595475,-0.0497606,-0.618072,0.559669,0.0132454,-0.59111,0.612574,-0.15429,-0.525693,1.20621,-0.0260119,-0.651441,1.08176,0.0331152,-0.572464,1.18523,0.172806,-0.562692,1.15992,5.80204e-05,-0.0959088,-0.295948,0.000538293,0.656305,-2.91674,-2.58808,0.544702,
-11.5267,1.00749,20.3854,-0.301032,-4.36909,-0.295248,23.9458,-0.783714,7.6545,-0.0929391,27.1234,-2.71058,9.99054,3.94654,21.5441,1.82071,-7.06661,3.48351,24.6295,0.32965,-1.16584,-1.51015,19.5065,-1.41292,3.29242,1.80574,24.9815,-1.07747,6.38597,1.14338,21.941,0.272321,0.022946,-0.612256,0.59041,0.00414747,-0.613166,0.595222,-0.0496423,-0.617555,0.559535,0.0131339,-0.591315,0.611981,-0.265954,-0.586789,1.09816,-0.105856,-0.620214,1.19451,0.141714,-0.618948,1.23649,0.262933,-0.492611,1.14996,0.00757187,0.00259341,-0.319447,0.000281127,-0.594493,-1.56483,-5.74061,3.64169,
-16.994,-2.2959,16.2923,-1.29266,-6.84288,2.96828,28.9567,0.885614,11.5651,-2.64843,30.2979,-4.6969,15.4838,6.97443,21.9985,4.43816,-11.397,1.06924,20.4923,-0.297278,-4.20694,-0.270971,23.8845,-0.749051,7.50301,-0.138221,26.9281,-2.24904,9.87672,3.84853,21.5951,1.8209,0.02075,-0.612948,0.587785,0.00153709,-0.613068,0.595604,-0.0479054,-0.616061,0.560644,0.0145256,-0.589931,0.610446,-0.405991,-0.67096,0.993032,-0.171465,-0.538141,1.31914,0.242702,-0.680392,1.31804,0.403255,-0.413799,1.15848,-0.000101756,0.00373635,-1.06798,0.00807557,-2.58543,1.77496,-10.4618,8.8844,
-11.6684,0.365325,17.5189,-1.53795,-3.87314,3.37839,30.6276,1.59112,9.72022,-4.51406,34.3535,-5.22756,10.4498,8.78681,21.2291,5.37265,-16.7334,-2.18839,16.5405,-1.29281,-6.56622,2.9469,28.7744,0.887418,11.2328,-2.83954,29.9611,-3.86929,15.1517,6.97181,22.0785,3.99599,0.0158982,-0.614766,0.583045,-0.00378637,-0.612687,0.598564,-0.0424824,-0.612258,0.565122,0.0198417,-0.58831,0.607735,-0.279571,-0.607196,1.01733,-0.10486,-0.528491,1.36819,0.205152,-0.72208,1.42807,0.285742,-0.368073,1.13591,0.000220883,0.0315661,-2.7562,0.981741,-3.07567,3.2138,-13.2113,11.727,
0.297362,4.84966,17.2224,-0.675289,2.915,1.8006,33.9466,1.05402,5.71687,-8.45139,37.8898,-3.94667,-4.70337,11.4942,15.3124,5.11153,-11.3253,0.540081,17.8957,-1.45933,-3.53318,3.3657,30.3975,1.58393,9.20059,-4.86427,33.7955,-4.33013,9.90695,8.96451,21.3212,4.77391,0.00863349,-0.618114,0.57545,-0.0112417,-0.612268,0.604994,-0.0321501,-0.605183,0.575539,0.0306164,-0.590092,0.604345,0.0108212,-0.499046,1.00159,0.0565764,-0.566454,1.45986,0.118445,-0.811558,1.53087,-0.0792455,-0.305225,0.984541,-0.0730946,0.000149846,-4.58919,2.08271,-1.42367,2.1082,-12.4825,12.3058,
11.5712,8.52065,11.3354,1.01418,11.4536,1.51026,40.9861,0.39319,-0.210599,-11.6156,40.9345,-1.89258,-20.6075,12.7194,6.77168,4.35295,0.792688,5.02925,17.52,-0.479145,3.40818,1.76644,33.4954,1.05385,5.11192,-8.72352,37.1308,-3.58987,-5.29125,11.7021,15.4981,4.64899,-0.00182895,-0.622344,0.567583,-0.0215123,-0.611749,0.614516,-0.0176843,-0.597533,0.591825,0.0447771,-0.595012,0.600461,0.279952,-0.411869,0.846826,0.257737,-0.574141,1.64439,-0.0142648,-0.88373,1.62649,-0.46202,-0.280219,0.767106,-0.472474,0.0658143,-5.31883,2.82948,1.55589,0.852194,-9.10399,11.5354,
19.8559,11.5862,3.81801,1.94579,17.7273,-1.0886,47.5444,0.224659,-7.33492,-13.6389,41.2208,-0.969843,-29.1361,10.9155,0.937836,2.52361,12.2878,8.74355,11.4754,0.990822,12.1437,1.34767,40.4464,0.447465,-0.693021,-11.6501,40.1434,-2.30105,-20.788,12.6658,6.89357,3.36917,-0.0171664,-0.627291,0.562214,-0.0361686,-0.610054,0.627384,-0.00418035,-0.593313,0.611241,0.0540951,-0.597543,0.596978,0.468723,-0.340943,0.655348,0.397164,-0.636646,1.82599,-0.18004,-0.933455,1.65397,-0.671095,-0.324014,0.61867,-0.423487,0.0557967,-4.48708,4.68536,3.46809,0.505116,-6.42677,9.73258,
19.394,13.1568,2.88027,1.3986,20.7917,-4.92705,45.0538,1.26386,-13.3193,-12.8358,38.2611,-1.0862,-25.0856,7.55683,-1.11947,1.10644,19.8339,11.8721,3.43766,1.73399,18.3885,-1.30791,47.126,0.207538,-7.86533,-13.4255,40.4954,-1.90893,-28.1956,10.7714,0.376291,1.96143,-0.0269587,-0.63378,0.564614,-0.0533821,-0.607062,0.641717,0.00855145,-0.594876,0.630245,0.0461543,-0.59522,0.601735,0.458099,-0.308971,0.64207,0.456669,-0.729123,1.77922,-0.316598,-0.916545,1.59355,-0.594213,-0.404286,0.581751,0.00508713,-0.067961,-2.90308,5.83604,2.80228,2.45975,-5.07548,8.04892,
9.04075,15.1986,5.66951,0.0532856,20.8956,-8.73923,39.2214,2.40401,-17.9656,-10.7116,35.5187,-1.54119,-12.1095,3.05048,-0.910993,0.3015,18.4264,13.2211,2.07696,1.40125,21.2254,-5.10168,44.6587,1.00062,-13.9846,-12.5239,37.7559,-1.80158,-23.1496,7.4588,-2.48346,1.26316,-0.0152185,-0.638391,0.578839,-0.0673271,-0.604156,0.656609,0.0234424,-0.599371,0.642291,0.0104054,-0.59227,0.625628,0.224367,-0.259472,0.732437,0.448095,-0.822073,1.64832,-0.415957,-0.869318,1.53333,-0.319549,-0.514411,0.62205,-0.000243108,0.226021,-1.16079,5.52087,0.106328,5.03404,-4.24318,6.12386,
-3.76047,14.3517,10.6544,-0.639969,19.4156,-7.2787,31.0865,2.9833,-20.3362,-6.52465,27.3975,-1.48507,1.90437,-2.25833,5.69007,0.531617,8.03889,14.9363,4.8837,0.733842,21.2854,-8.62955,38.903,1.52074,-18.6737,-10.3319,35.3064,-1.87618,-10.3585,2.95646,-2.2249,1.25874,0.00947007,-0.636418,0.599646,-0.0779351,-0.605006,0.670491,0.0406962,-0.606844,0.649335,-0.0350214,-0.589655,0.658528,-0.0702239,-0.273832,0.876535,0.401172,-0.79033,1.45738,-0.457182,-0.776201,1.33963,-0.0141086,-0.644742,0.820884,-1.60597,1.81987,-0.212947,3.61243,-2.88591,7.78648,-3.18309,4.67566,
-16.853,1.90116,22.5424,-1.21323,19.4263,5.16988,16.6641,3.68208,-21.1575,-5.15059,13.0731,-1.74363,17.6581,-5.69233,20.2547,2.49648,-3.46794,13.4801,10.847,0.627113,19.911,-6.79953,30.8268,2.01673,-21.0105,-6.00709,27.1595,-1.53507,2.04918,-2.35854,5.69727,2.11582,0.0192292,-0.622689,0.606878,-0.0895414,-0.613744,0.682179,0.0582554,-0.617933,0.655444,-0.0610019,-0.587574,0.677074,-0.406193,-0.562057,1.16706,0.388719,-0.492871,1.10676,-0.460347,-0.753853,0.984963,0.376648,-0.727645,1.18408,-4.26986,3.92669,0.0367671,0.512079,-6.69633,11.2908,-3.4505,5.50503,
-28.1745,-13.8433,35.9873,-2.69922,21.1578,19.5043,1.70491,4.92684,-22.0868,-6.25314,-4.6303,-1.63511,30.9423,-1.20528,38.4854,1.69901,-16.3042,1.1013,23.0852,-1.08442,19.7905,5.64991,16.5598,3.3384,-21.6365,-4.59534,12.7652,-1.74144,16.7262,-6.11023,21.0661,1.295,0.00959441,-0.604351,0.598628,-0.0987119,-0.62502,0.688552,0.07128,-0.629793,0.66177,-0.0511215,-0.580279,0.666679,-0.703286,-0.935685,1.49078,0.422275,-0.147157,0.734482,-0.471262,-0.796284,0.551471,0.732535,-0.605839,1.61711,-4.63066,4.69502,-0.0285579,2.84194,-10.0291,14.5487,-3.29878,6.23996,
-30.5148,-22.2879,35.3622,-2.84656,16.5192,17.8901,-2.75064,2.427,-23.4575,-5.4808,-12.9258,-1.34078,40.0037,5.47107,44.2887,2.82808,-27.6061,-14.6225,36.6074,-3.20846,20.1223,18.7732,3.08095,2.41806,-21.8315,-5.78444,-4.3706,-1.64438,30.4408,-1.37713,39.0216,1.72844,-0.00506039,-0.582504,0.585418,-0.0942499,-0.625353,0.675026,0.0768883,-0.644712,0.663664,-0.0362925,-0.573561,0.64879,-0.776415,-1.12878,1.46348,0.333316,-0.168376,0.587473,-0.512076,-0.788981,0.337296,0.972039,-0.432415,1.74358,-3.93472,9.78149,0.00351845,2.71452,-9.62784,14.6355,-2.67804,8.37069,
-22.8496,-21.3966,32.1364,-2.4328,4.5492,8.68685,4.4186,-0.128675,-16.2565,-2.80009,-5.00914,-1.66964,41.122,7.00531,43.2752,4.26643,-29.7173,-22.6414,36.023,-4.0392,14.2589,15.7466,0.0935311,1.45143,-21.0954,-5.57012,-10.9736,-1.33919,35.7902,5.23293,44.8768,3.05307,-0.021978,-0.568653,0.572389,-0.0545761,-0.590642,0.62404,0.0468468,-0.649918,0.637722,-0.0274103,-0.567341,0.631824,-0.605256,-1.09969,1.3705,0.0923144,-0.343253,0.693643,-0.393219,-0.719573,0.484793,1.00325,-0.38789,1.7031,-1.92255,11.7489,0.000364108,2.25239,-6.78814,11.4916,-3.33892,10.7853,
-13.9583,-16.3187,30.5878,-2.50276,-5.56479,-0.285315,13.6775,1.41365,-3.17644,3.49204,6.49709,-2.51426,32.124,7.27,42.5942,4.24363,-22.0004,-21.2922,32.8854,-3.62645,2.19246,7.01537,6.48327,3.5927,-12.6795,-2.72328,-2.93422,-1.29425,35.6583,6.8041,43.951,4.2106,-0.0431577,-0.566877,0.558952,0.00729768,-0.541448,0.564448,-0.0265988,-0.649957,0.586287,-0.0235509,-0.560874,0.614204,-0.404851,-0.977507,1.31685,-0.100165,-0.525202,0.871877,-0.158138,-0.564382,0.719501,0.781686,-0.376183,1.66878,0.0240444,4.07547,-0.765669,2.36699,-4.98148,6.90278,-5.79419,10.8543,
-5.35629,-8.64022,32.3875,-2.17114,-6.66119,-4.89452,15.6391,0.985536,4.50719,7.01319,18.3153,-4.49598,12.8469,5.65927,37.5746,4.07843,-13.7382,-16.2965,31.4855,-2.75141,-5.21227,-0.106584,13.5854,2.48054,-1.93692,3.60409,7.48229,-2.7101,31.1226,7.03812,43.1722,4.10947,-0.0570607,-0.569626,0.54019,0.0319354,-0.522133,0.534559,-0.0921824,-0.653558,0.548986,-0.0101133,-0.556161,0.597311,-0.194749,-0.787993,1.33492,-0.136386,-0.645483,0.924468,0.00238118,-0.479371,0.990296,0.325252,-0.411827,1.52508,0.928182,1.84944,-0.503068,2.65868,-3.41411,3.82052,-9.49503,10.8155,
5.46314,-1.77011,29.7548,-0.623593,-4.52501,-5.22128,18.6674,-0.915822,2.31597,1.86423,28.395,-4.7253,-5.01722,4.09846,28.231,4.0051,-5.51235,-8.67241,33.1192,-1.9056,-6.78353,-4.56064,15.2793,0.678501,2.4833,6.81065,18.018,-3.38372,11.3769,5.37527,38.105,3.90516,-0.0580532,-0.570419,0.519527,0.0318219,-0.527147,0.538453,-0.0784527,-0.652819,0.539577,0.0212488,-0.549206,0.580317,0.0792011,-0.613699,1.25413,-0.079837,-0.662268,1.00941,-0.00130748,-0.602011,1.24832,-0.0835605,-0.442353,1.27471,0.0584574,2.4752,-2.64507,3.03173,-1.18873,0.643554,-12.0957,11.0419,
18.6437,4.7293,18.4688,0.981264,0.681482,-7.12099,33.0404,-1.90196,-2.70774,-5.43841,38.2264,-3.60538,-20.649,9.16253,15.6474,3.70182,5.81258,-1.67861,30.1925,-0.617261,-4.20524,-4.98859,18.3677,-0.700543,1.4556,1.26417,28.0019,-3.65783,-5.89172,4.20715,28.7941,3.59374,-0.0610693,-0.571076,0.50468,0.0295743,-0.534135,0.545971,-0.0507026,-0.642145,0.542748,0.0500086,-0.546867,0.564985,0.400248,-0.454994,0.957871,0.0419724,-0.715689,1.37638,-0.105512,-0.770402,1.50143,-0.452121,-0.31942,0.947274,-0.0740598,2.03529,-5.07575,3.76985,1.88847,-1.76863,-12.2865,11.1735,
32.735,10.9452,3.21022,3.0482,8.40411,-7.97354,52.9296,-1.44327,-9.62389,-8.1814,47.5344,-2.55982,-33.411,10.5383,3.07661,3.59553,19.5167,4.9749,18.5867,0.944267,1.50581,-7.15557,32.6963,-1.33398,-3.05077,-5.94078,37.5506,-3.50076,-20.9769,9.27071,16.2208,3.59048,-0.0757955,-0.575827,0.496555,0.0154866,-0.536856,0.553993,-0.0349567,-0.628682,0.554185,0.0664243,-0.549557,0.5505,0.730775,-0.306615,0.574973,0.213811,-0.736049,1.88241,-0.269776,-0.826142,1.75145,-0.762158,-0.288355,0.619613,-7.41908e-05,0.874978,-5.46002,4.07349,6.09633,-2.01155,-10.5797,11.2646,
34.2764,10.8702,-2.31914,3.86987,15.3442,-8.94724,62.2933,0.118362,-13.989,-10.9485,49.1482,-1.80794,-32.7464,9.07559,-2.83464,2.41395,32.1351,11.5687,2.40191,3.0103,9.19703,-8.23198,52.3214,-0.930781,-9.90486,-8.59755,46.9635,-2.80568,-32.2577,10.9917,2.7255,2.96602,-0.0801765,-0.587171,0.503974,-0.00485122,-0.533895,0.564807,-0.0266262,-0.617497,0.569163,0.0588484,-0.557015,0.547117,0.785191,-0.324549,0.457758,0.36637,-0.756604,2.12637,-0.371672,-0.884667,1.80641,-0.775208,-0.336671,0.480663,0.0731989,0.104834,-4.96129,5.2451,7.81293,0.341558,-8.57717,10.073,
18.9699,11.515,1.60925,1.40464,19.2703,-10.6972,55.6064,2.32145,-16.4393,-9.59079,45.9812,-0.78347,-19.0653,5.94789,-2.79597,1.00631,32.401,11.3455,-3.52867,2.53711,15.6162,-9.08091,60.2781,0.0420617,-14.4614,-11.1842,48.8532,-2.29827,-31.0459,9.49317,-3.71473,1.82787,-0.0542389,-0.598997,0.526083,-0.0172477,-0.531946,0.575258,-0.0182576,-0.610047,0.578803,0.028644,-0.566506,0.559795,0.451326,-0.320682,0.587294,0.456953,-0.80006,1.97158,-0.420641,-0.844652,1.73481,-0.477242,-0.425632,0.504496,2.8015,-0.0056685,-3.95296,6.44156,5.61077,4.63724,-5.5199,8.45417,
-3.41224,15.2029,6.10208,-0.410058,21.3154,-11.7277,40.6724,3.33376,-19.3856,-3.41906,42.6063,-0.423672,-1.25387,0.464235,2.00706,-0.000470161,15.8289,12.0759,-0.632428,1.40959,19.3965,-10.5431,54.8027,1.66357,-17.345,-9.72029,45.8312,-1.72424,-16.8116,6.39821,-4.39625,1.15404,0.0122952,-0.614432,0.57156,-0.0252668,-0.534487,0.59299,0.000423943,-0.60457,0.587778,-0.0242177,-0.578983,0.592503,-0.0276921,-0.242784,0.757185,0.504431,-0.832635,1.6248,-0.470662,-0.689265,1.65928,-0.089738,-0.574169,0.665619,2.79275,1.05263,-2.35771,6.14066,1.97264,7.72015,-3.20505,6.13972,
-22.592,14.294,6.70287,-0.885428,24.2216,-10.3033,26.7166,2.63384,-22.1974,-0.291912,30.1921,-0.769368,14.3961,-2.27389,12.3652,-0.336983,-5.59709,15.3072,3.37551,0.811536,21.6677,-11.0049,40.1385,2.08549,-20.1522,-3.28402,42.294,-0.928969,0.926898,1.22396,-0.585919,0.84313,0.0798358,-0.623609,0.634517,-0.0320143,-0.546767,0.612654,0.0219926,-0.604599,0.595101,-0.0813354,-0.594482,0.645152,-0.45159,-0.267985,0.842009,0.567806,-0.813705,1.29397,-0.521524,-0.612874,1.35276,0.245791,-0.662085,0.991055,0.319357,3.40319,-1.56332,4.43173,-1.4515,8.67087,-3.10205,3.75776,
-27.7851,1.44739,19.6941,0.12985,21.3399,5.90006,12.6101,2.98993,-23.7215,-3.19016,9.5463,-1.04745,26.7602,-5.14028,30.8196,0.373004,-22.1145,13.4961,6.78246,1.84069,24.7935,-9.10439,26.1835,1.49843,-22.8745,0.283588,29.4851,-0.806316,13.3862,-2.77659,13.1253,0.778064,0.104693,-0.615641,0.670912,-0.0438666,-0.570003,0.630384,0.0404124,-0.612537,0.606764,-0.0993866,-0.59863,0.670253,-0.594395,-0.568423,1.16411,0.480986,-0.440191,0.956858,-0.54219,-0.700812,0.856523,0.580277,-0.719963,1.43419,-5.1563,5.59495,-1.28919,2.34358,-4.8966,11.5748,-3.38409,3.08959,
-32.5509,-13.0659,30.3916,-1.553,17.8777,17.6117,1.69249,3.88613,-22.8061,-3.89315,-9.29267,-1.30944,37.4503,0.6557,44.7236,0.849407,-26.9963,0.607396,20.3807,-0.0767894,21.9731,7.01863,12.4274,2.70712,-24.2041,-2.34723,8.9037,-1.27682,26.1736,-5.25007,31.2373,0.365392,0.0892453,-0.595497,0.662505,-0.0596068,-0.598699,0.641976,0.0548531,-0.629994,0.623509,-0.0831382,-0.591415,0.6596,-0.733966,-0.91032,1.41546,0.378746,-0.17631,0.689214,-0.507452,-0.739558,0.400716,0.862424,-0.57376,1.77434,-4.76847,6.12006,-0.873057,2.169,-7.87447,13.8923,-3.49194,3.86782,
-30.9576,-21.0863,31.4077,-1.74347,10.1267,16.0869,2.32506,1.61145,-17.5811,-3.33682,-9.59437,-1.63286,39.7181,6.72541,43.3157,2.46263,-32.0586,-13.6564,31.0056,-2.08982,16.9833,17.5645,2.75589,2.27108,-21.589,-3.54506,-8.48725,-1.44539,36.9038,0.617132,44.9936,1.30319,0.0747186,-0.577211,0.647677,-0.0569368,-0.614568,0.63374,0.0482252,-0.645447,0.623003,-0.0684786,-0.589132,0.653715,-0.706493,-1.09413,1.42159,0.208372,-0.212839,0.677458,-0.408555,-0.734387,0.372086,0.932801,-0.419247,1.73659,-3.41247,9.41465,-0.598359,1.43566,-6.89941,12.6376,-3.86408,6.36092,
-26.2433,-22.1409,30.612,-1.61769,2.49688,11.7914,7.18728,0.560934,-6.1368,0.838406,-0.815186,-1.80401,33.1975,7.01325,40.3931,4.27804,-30.3305,-21.1876,32.1338,-2.6909,8.62564,15.2313,3.91366,1.9188,-14.6879,-3.38083,-7.66921,-1.4718,36.8563,6.4837,43.6887,2.84453,0.0607711,-0.566725,0.630419,-0.0275438,-0.604414,0.601332,-0.00213703,-0.649577,0.589426,-0.0567217,-0.585008,0.649554,-0.604594,-1.11605,1.38713,0.0560794,-0.298072,0.758143,-0.196916,-0.628876,0.542105,0.778809,-0.405763,1.65653,-1.1441,8.70231,-0.9288,0.499301,-4.37948,9.82418,-4.53683,9.05538,
-20.4295,-18.0859,33.4059,-1.61719,-1.30821,8.18203,9.52074,2.1968,5.88256,6.27704,9.79449,-4.05524,21.6684,4.76961,38.598,5.26659,-25.677,-21.868,31.4226,-2.37337,1.64811,11.2749,8.19203,3.44535,-2.97712,1.01459,0.35514,-1.12126,32.7134,6.68601,40.7077,4.15862,0.0455128,-0.566666,0.61137,0.00238735,-0.586911,0.568777,-0.0778055,-0.651671,0.550491,-0.0461413,-0.577676,0.643231,-0.473672,-1.01961,1.43212,-0.0171005,-0.37511,0.791129,0.0227636,-0.497504,0.777665,0.50313,-0.453461,1.60357,0.786597,3.03431,2.12987,0.744192,-2.44779,7.4279,-5.98061,11.2774,
-12.6167,-9.75896,32.6632,-1.288,-1.37962,2.81749,9.9205,1.33909,9.92353,6.33807,18.106,-3.04645,7.52246,1.45034,33.6613,4.77593,-20.0617,-17.7429,34.1392,-1.86175,-0.951724,8.22767,9.36566,2.85389,4.98826,5.87018,9.95284,-2.09764,20.7401,4.27747,39.317,4.62682,0.0338746,-0.571353,0.589407,0.0105531,-0.581101,0.556577,-0.105624,-0.646446,0.531235,-0.0277324,-0.567231,0.631013,-0.287814,-0.818193,1.39051,-0.0278,-0.51046,0.805692,0.146366,-0.485659,0.981249,0.173514,-0.525111,1.46495,1.66629,1.78006,-1.79192,2.05172,-0.909711,4.45825,-7.88482,11.6036,
