obs_angvel_0,obs_angvel_1,obs_angvel_2,obs_gravity_0,obs_gravity_1,obs_gravity_2,obs_command_0,obs_command_1,obs_command_2,obs_dofpos_0,obs_dofpos_1,obs_dofpos_2,obs_dofpos_3,obs_dofpos_4,obs_dofpos_5,obs_dofpos_6,obs_dofpos_7,obs_dofpos_8,obs_dofpos_9,obs_dofpos_10,obs_dofpos_11,obs_dofpos_12,obs_dofpos_13,obs_dofpos_14,obs_dofpos_15,obs_dofvel_0,obs_dofvel_1,obs_dofvel_2,obs_dofvel_3,obs_dofvel_4,obs_dofvel_5,obs_dofvel_6,obs_dofvel_7,obs_dofvel_8,obs_dofvel_9,obs_dofvel_10,obs_dofvel_11,obs_dofvel_12,obs_dofvel_13,obs_dofvel_14,obs_dofvel_15,obs_action_0,obs_action_1,obs_action_2,obs_action_3,obs_action_4,obs_action_5,obs_action_6,obs_action_7,obs_action_8,obs_action_9,obs_action_10,obs_action_11,obs_action_12,obs_action_13,obs_action_14,obs_action_15,
0.00209065,-0.00512785,-0.000597944,0,0,-1,-0,-0,-0,0.016344,-0.58868,0.586855,-3.35298,-0.0204999,-0.625883,0.606115,20.635,-0.0602065,-0.612368,0.558838,-19.109,0.0425951,-0.604889,0.58843,7.55056,-0.011987,-0.04716,-0.172499,0.137952,-0.0143672,0.00358489,-0.0971205,-0.0356606,0.0203367,-0.0169019,0.0190724,-0.0336115,-0.0123979,0.0618116,-0.0400238,-0.247163,-0.432903,-0.0788744,1.39065,0.179785,0.110644,-0.00999667,0.786459,-0.434337,0.221978,0.0936636,0.926747,-0.138699,0.155088,0.111011,1.37222,-0.173347,
0.00151215,-0.00468251,-0.000410519,0,0,-1,-0,-0,-0,0.0163059,-0.588695,0.585698,-3.35171,-0.0208044,-0.625457,0.605137,20.6339,-0.0601125,-0.612141,0.55803,-19.1093,0.0424104,-0.603808,0.587632,7.54638,-0.00352967,0.0429229,-0.159123,0.128862,-0.00594336,0.0440248,-0.0979107,-0.0265032,0.028871,-0.0188532,0.0266989,-0.0359174,-0.00377924,0.0553974,-0.0436059,-0.198311,-0.436185,-0.069776,1.37921,0.152621,0.107882,-0.0105014,0.793361,-0.462114,0.221483,0.0869741,0.908306,-0.156558,0.153693,0.109476,1.38034,-0.176936,
0.00289205,-0.00283139,-0.000277331,0,0,-1,-0,-0,-0,0.016501,-0.588857,0.584681,-3.35033,-0.0209187,-0.624918,0.60407,20.6326,-0.0597685,-0.611953,0.557341,-19.1097,0.0424428,-0.602727,0.586717,7.54263,0.0202764,-0.0569071,0.0612332,-5.41775e-05,-0.00565238,0.00499353,-0.00141203,-0.0281214,0.00294613,0.0337077,0.0388944,-0.0346791,0.0055715,0.0449016,-0.0402602,-0.162397,-0.440354,-0.0800713,1.37991,0.136828,0.108717,-0.0207217,0.798963,-0.4812,0.22194,0.084931,0.900136,-0.169311,0.152913,0.106581,1.38599,-0.183373,
0.00737124,-0.00407547,0.000770749,0,0,-1,-0,-0,0.0168948,0.0168549,-0.589094,0.583839,-3.34897,-0.0208399,-0.624343,0.603021,20.6311,-0.0592171,-0.611981,0.556953,-19.1101,0.0426644,-0.601909,0.58594,7.53948,0.0147356,0.0309288,0.059049,0.126956,0.0123077,0.0526517,-0.101437,-0.0509213,0.0122792,0.0216125,0.0527785,-0.0352992,0.0156984,0.0346084,-0.0355073,-0.139439,-0.444805,-0.0646498,1.34694,0.162522,0.114663,-0.0142435,0.801098,-0.488961,0.217347,0.0770197,0.893067,-0.171187,0.146379,0.111576,1.38937,-0.172033,
0.0104632,-0.00498034,0.0209317,0,0,-1,-0,-0,0.0500475,0.0172328,-0.589486,0.582855,-3.34758,-0.0207526,-0.623562,0.601913,20.6292,-0.0583738,-0.612356,0.556903,-19.1106,0.0431644,-0.601327,0.585149,7.5373,0.00832239,-0.0642956,-0.146529,0.000194191,-0.00854785,0.018179,0.00553099,-0.129183,0.0327547,0.00123923,0.0749226,0.00156193,0.034481,0.0199239,-0.0419028,-0.0435793,-0.494643,-0.0952575,1.28155,0.111513,0.0815229,-0.0129488,0.864315,-0.464045,0.253801,0.0574776,0.911887,-0.303813,0.191406,0.14009,1.36252,-0.0489962,
0.0162451,-0.00483481,0.0825769,0,0,-1,-0,-0,0.0624798,0.0171694,-0.590118,0.581427,-3.34573,-0.0211105,-0.622623,0.601169,20.6274,-0.0567652,-0.613161,0.55738,-19.1126,0.044376,-0.60072,0.584073,7.53713,-0.0182787,0.0144567,-0.219523,0.209853,-0.0444509,0.0756953,0.0371158,-0.0486937,0.0847682,-0.00738429,-0.0318532,-0.147034,0.0869858,0.0487578,-0.0655726,-0.000161571,-0.580595,-0.137752,1.16805,0.0123857,0.0280934,0.0205496,0.94929,-0.355441,0.319682,0.0179148,0.962155,-0.602805,0.277145,0.197924,1.32238,0.233998,
0.0173019,-0.0134511,0.14044,0,0,-1,-0,-0,0.070768,0.0165119,-0.590821,0.579851,-3.34425,-0.0220026,-0.621811,0.600977,20.6265,-0.0547783,-0.61377,0.558435,-19.1175,0.0461087,-0.599671,0.582882,7.53714,-0.0614837,-0.0468655,-0.113541,0.0706147,-0.0858163,0.0182776,-0.0613966,0.000766592,0.16795,-0.0647314,0.00947091,-0.53529,0.124796,0.0825172,-0.0813384,-0.000106158,-0.563434,-0.130896,1.16419,-0.0774699,0.0379193,0.00179036,0.97316,-0.317712,0.315493,-0.0116391,0.993511,-0.821401,0.259576,0.205673,1.29726,0.355773,
0.0157137,-0.0307043,0.214475,0,0,-1,-0,-0,0.07284,0.0146065,-0.592077,0.577164,-3.34269,-0.0241707,-0.620746,0.601306,20.6259,-0.0512525,-0.614168,0.561039,-19.1315,0.0491608,-0.597554,0.581018,7.53714,-0.121421,-0.0285707,-0.222547,0.10785,-0.12548,0.08587,-0.0340511,0.0018708,0.209062,-0.0492442,0.239789,-0.902485,0.168603,0.119328,-0.0963678,0.000695817,-0.489081,-0.0916461,1.13975,-0.0536521,0.0614253,0.0128,1.01872,-0.294169,0.273161,-0.0359606,1.02114,-0.884567,0.196688,0.220647,1.27468,0.460508,
0.0115465,-0.0381192,0.272838,0,0,-1,-0,-0,0.07284,0.0115736,-0.593703,0.574005,-3.34165,-0.0276263,-0.619449,0.602373,20.6254,-0.0470602,-0.614297,0.564881,-19.1523,0.0531859,-0.59461,0.578811,7.53716,-0.167884,-0.115998,-0.06662,-2.07167e-05,-0.186323,0.0313585,0.138745,0.00198368,0.201496,-0.00221338,0.194603,-1.053,0.203621,0.155951,-0.1101,0.000621945,-0.363929,-0.0351613,1.15082,0.0178242,0.119204,-0.0246438,1.06982,-0.319896,0.199678,-0.0529747,1.03017,-0.847539,0.0763277,0.216423,1.22163,0.507512,
-0.00508579,-0.0352257,0.29774,0,0,-1,-0,-0,0.07284,0.00778129,-0.595363,0.57104,-3.34103,-0.0316589,-0.618075,0.604278,20.6247,-0.0427712,-0.614421,0.569,-19.174,0.057752,-0.590875,0.576332,7.53717,-0.192629,-0.085067,-0.142655,-2.06179e-05,-0.205253,0.0323899,0.183885,-0.0615629,0.212814,-0.0109059,0.19999,-1.02429,0.217254,0.198423,-0.132309,0.00108882,-0.236234,0.0413787,1.12655,0.144175,0.199563,-0.0522523,1.11926,-0.352099,0.121982,-0.067189,1.06932,-0.760117,-0.0645912,0.210678,1.14432,0.543493,
-0.0209549,-0.0176271,0.296407,0,0,-1,-0,-0,0.07284,0.00385725,-0.59725,0.568486,-3.34103,-0.0357022,-0.616701,0.60702,20.6241,-0.0380392,-0.614726,0.573139,-19.1946,0.062307,-0.58636,0.573341,7.53737,-0.181488,-0.0905719,-0.09623,-9.67212e-05,-0.191679,0.023287,0.236488,-0.0717358,0.223261,-0.0184528,0.182409,-0.868922,0.228955,0.232693,-0.149304,0.00012564,-0.117163,0.0991144,1.07744,0.248185,0.275181,-0.0994526,1.21588,-0.383242,0.0554604,-0.0829649,1.15255,-0.702984,-0.198868,0.214509,1.04299,0.577757,
-0.0390716,-0.00101474,0.289718,0,0,-1,-0,-0,0.07284,0.000118655,-0.599236,0.567027,-3.34104,-0.0395132,-0.61547,0.610715,20.6235,-0.0332971,-0.61518,0.576781,-19.2109,0.0669845,-0.581003,0.570195,7.53777,-0.172856,-0.0952898,-0.0422422,-0.000284581,-0.169766,0.00971529,0.294306,0.022293,0.224098,-0.0262655,0.158768,-0.685913,0.190929,0.24519,-0.0925215,0.00307384,-0.00277596,0.156356,0.966782,0.331915,0.354098,-0.146396,1.34451,-0.418471,0.00331204,-0.115814,1.28533,-0.706361,-0.344766,0.237278,0.899016,0.618485,
-0.0683467,-0.0080626,0.28592,0,0,-1,-0,-0,0.07284,-0.00356061,-0.60136,0.566751,-3.34105,-0.0432313,-0.61433,0.615293,20.6228,-0.0287331,-0.615927,0.579946,-19.2236,0.0711201,-0.575155,0.566898,7.53781,-0.189343,-0.107032,0.0139809,-0.000217216,-0.1964,0.101687,0.346009,0.0379376,0.197673,-0.0496968,0.153021,-0.504611,0.211253,0.322334,-0.222076,0.000225403,0.122003,0.212887,0.813035,0.403147,0.458538,-0.199766,1.50038,-0.470718,-0.0493763,-0.163592,1.46602,-0.755281,-0.521552,0.266892,0.700019,0.641313,
-0.0792524,-0.0164302,0.285783,0,0,-1,-0,-0,0.07284,-0.00767667,-0.603739,0.567391,-3.34106,-0.0474534,-0.613402,0.620578,20.6222,-0.0247704,-0.617363,0.583316,-19.2328,0.0749443,-0.568776,0.563414,7.5379,-0.202746,-0.120469,0.0434819,-0.000484712,-0.199792,0.0986121,0.128173,0.0563056,0.187297,-0.0890976,0.167891,-0.384729,0.198016,0.265482,-0.100278,0.00313931,0.268766,0.291797,0.60593,0.501633,0.596729,-0.261551,1.7005,-0.516339,-0.121868,-0.208444,1.70755,-0.824014,-0.737223,0.289463,0.484602,0.653686,
-0.0714512,-0.0137605,0.289673,0,0,-1,-0,-0,0.07284,-0.0108348,-0.605683,0.568097,-3.34106,-0.050597,-0.61294,0.624568,20.6218,-0.0217657,-0.61899,0.585998,-19.2381,0.0777285,-0.564478,0.561261,7.53799,-0.201192,-0.129866,0.0479118,-0.000446962,-0.207089,-0.041358,0.12405,0.0743057,0.191893,-0.130472,0.191614,-0.322002,0.156467,0.238838,-0.140983,0.00965158,0.428606,0.350612,0.397576,0.601775,0.738229,-0.286639,1.91786,-0.490241,-0.210543,-0.252613,1.95148,-0.880703,-0.930353,0.319401,0.253098,0.643286,
-0.0591688,-0.0117559,0.293715,0,0,-1,-0,-0,0.0749121,-0.0151647,-0.608552,0.569209,-3.34108,-0.0547653,-0.612572,0.630718,20.6214,-0.0176311,-0.622332,0.590483,-19.2443,0.0808544,-0.559744,0.559339,7.53813,-0.198776,-0.141731,0.0542581,-0.00090987,-0.19976,-0.0610917,0.448655,-0.110729,0.200701,-0.174216,0.223557,-0.270381,0.0557234,0.161237,-0.0169512,0.000202975,0.561394,0.371712,0.26374,0.664806,0.846622,-0.262901,2.06683,-0.365828,-0.288939,-0.28611,2.12996,-0.956043,-1.0624,0.326184,0.0826505,0.625284,
-0.0528046,-0.00679239,0.284191,0,0,-1,-0,-0,0.0769841,-0.0191239,-0.611534,0.570342,-3.34107,-0.0586391,-0.612592,0.63676,20.6221,-0.0134306,-0.625903,0.595157,-19.2504,0.0772219,-0.558866,0.561792,7.53819,-0.182456,-0.137856,0.056044,0.00113777,-0.177199,0.0520281,0.443466,0.00031587,0.198932,-0.161548,0.22448,-0.323826,-0.480159,-0.0905269,0.262717,0.0107877,0.625286,0.373592,0.204125,0.675104,0.904218,-0.25028,2.11019,-0.174961,-0.327975,-0.304412,2.1975,-1.04946,-1.1294,0.317126,-0.0147477,0.65325,
-0.044404,0.020686,0.279731,0,0,-1,-0,-0,0.0811282,-0.0224307,-0.614122,0.571685,-3.34105,-0.0622515,-0.613025,0.642444,20.6243,-0.00922019,-0.628776,0.599571,-19.2575,0.0600573,-0.563185,0.572863,7.53836,-0.112434,-0.111756,0.074159,0.000982213,-0.154037,0.0540511,0.117416,0.213286,0.215711,-0.113763,0.184413,-0.357797,-1.11459,-0.324761,0.708694,0.0203832,0.613365,0.381111,0.185296,0.596116,0.895218,-0.254308,2.13368,-0.0433851,-0.403927,-0.326291,2.19775,-1.08689,-1.06197,0.312506,-0.0296512,0.629905,
-0.0273829,0.0633726,0.305495,0,0,-1,-0,-0,0.0811282,-0.0241294,-0.616178,0.573232,-3.34104,-0.0650974,-0.613324,0.648725,20.6266,-0.00390802,-0.630933,0.602976,-19.2651,0.031961,-0.57174,0.591853,7.53843,-0.0559977,-0.0830794,0.0560878,0.000340531,-0.1247,-0.0772196,0.45971,0.000505232,0.285579,-0.102696,0.150222,-0.331535,-1.38604,-0.443573,0.979344,0.000319357,0.517567,0.429748,0.207754,0.433751,0.798392,-0.242544,2.12422,0.111471,-0.539744,-0.307653,2.1599,-1.01151,-0.818194,0.252621,0.0352405,0.516499,
0.0243889,0.100996,0.356083,0,0,-1,-0,-0,0.0811282,-0.0257936,-0.616705,0.572942,-3.34508,-0.0672078,-0.613346,0.654871,20.63,0.00314245,-0.633298,0.606099,-19.2723,0.00736514,-0.581393,0.610546,7.53829,-0.0929564,0.0515632,-0.0920106,-0.43941,-0.0756094,0.0562048,0.122847,0.334091,0.391452,-0.139261,0.16915,-0.397883,-0.659442,-0.420608,0.535993,-0.0377812,0.354176,0.504767,0.337617,0.229708,0.663221,-0.210785,1.87875,0.35928,-0.694548,-0.18357,2.04152,-0.835594,-0.439211,0.093318,0.173463,0.30599,
0.067984,0.0692657,0.379428,0,0,-1,-0,-0,0.0811282,-0.0276015,-0.613998,0.569676,-3.36002,-0.0687397,-0.613814,0.659531,20.6376,0.0123448,-0.636618,0.610199,-19.2823,0.00747704,-0.586183,0.612745,7.5509,-0.111125,0.221115,-0.19365,-1.02064,-0.0931584,-0.0983556,0.29717,0.60141,0.404197,-0.0989195,0.087216,-0.508171,0.417645,0.00922744,-0.195942,1.14599,0.228954,0.49714,0.546404,0.0248371,0.497657,-0.192238,1.69736,0.480174,-0.808013,-0.0629373,1.85366,-0.719422,-0.115816,-0.0515625,0.405836,0.0960212,
0.0372555,-0.0146608,0.35635,0,0,-1,-0,-0,0.0811282,-0.030148,-0.609465,0.566439,-3.37893,-0.0711022,-0.614565,0.661606,20.647,0.0178567,-0.638667,0.613866,-19.2942,0.0131621,-0.585457,0.609709,7.56614,-0.195017,0.297655,-0.203608,-1.24535,-0.179619,0.00960252,-0.00994099,0.665555,0.289001,-0.0459493,0.355292,-0.794716,0.302489,0.0804544,-0.18196,0.764482,0.152837,0.326924,0.768016,-0.105179,0.407485,-0.0863484,1.57401,0.493194,-0.724491,-0.0616052,1.61849,-0.828084,-0.0012244,-0.0936261,0.592495,-0.0214725,
0.0157512,-0.0511179,0.323022,0,0,-1,-0,-0,0.0811282,-0.0349542,-0.602975,0.562223,-3.40494,-0.0754479,-0.614892,0.663026,20.6586,0.022854,-0.63956,0.618962,-19.3162,0.0184158,-0.582912,0.606133,7.57763,-0.227969,0.283212,-0.193523,-1.13754,-0.210713,0.00827135,0.0643509,0.441605,0.212229,0.0671683,0.0864149,-1.04834,0.224917,0.166255,-0.164803,0.363906,0.0326592,0.189611,0.920251,-0.176495,0.315512,0.00229271,1.51377,0.560846,-0.596174,-0.0760877,1.34669,-0.825267,0.106477,-0.0559161,0.804956,0.091668,
0.0234679,0.0105964,0.300119,0,0,-1,-0,-0,0.0811282,-0.0391846,-0.598014,0.558278,-3.42427,-0.0793553,-0.614197,0.664855,20.6654,0.0274955,-0.638119,0.62303,-19.3425,0.0232888,-0.57881,0.602722,7.5839,-0.163473,0.179848,-0.174872,-0.66643,-0.14857,0.0527996,0.116039,0.206719,0.246595,0.149988,0.238347,-1.20005,0.25484,0.195908,-0.161264,0.301634,-0.12073,0.0816849,1.06879,-0.210476,0.269294,0.0932046,1.39405,0.676719,-0.443213,-0.0794117,1.19296,-0.819538,0.217998,-0.0175661,0.990303,0.388243,
0.0270772,0.0478914,0.285198,0,0,-1,-0,-0,0.0811282,-0.0420062,-0.595517,0.554706,-3.433,-0.0818789,-0.612787,0.667665,20.6679,0.0329925,-0.635156,0.625868,-19.369,0.029113,-0.575148,0.599243,7.59198,-0.123031,0.0642638,-0.169317,-0.156799,-0.104574,0.0830933,0.140998,0.0602253,0.271735,0.126413,0.187976,-1.17784,0.277773,0.149184,-0.174342,0.530437,-0.265106,0.0044264,1.15419,-0.29427,0.262448,0.136591,1.2357,0.739265,-0.332938,-0.124722,1.07349,-0.846322,0.283774,0.0402978,1.11383,0.688561,
0.00928591,0.0106697,0.275274,0,0,-1,-0,-0,0.0811282,-0.0448321,-0.5949,0.551168,-3.43357,-0.0843056,-0.610676,0.670408,20.6683,0.0384599,-0.631986,0.628308,-19.394,0.0346053,-0.572725,0.59524,7.60665,-0.153399,0.0187887,-0.16815,0.000113772,-0.135197,0.111225,0.110486,0.00151992,0.224049,0.154158,0.0545442,-1.07754,0.234519,0.0739034,-0.198802,0.831852,-0.362221,-0.0452626,1.19921,-0.425493,0.275407,0.146795,1.11311,0.732662,-0.268059,-0.177871,1.00834,-0.911687,0.308838,0.100835,1.1956,0.884386,
-0.00441388,-0.0456294,0.270048,0,0,-1,-0,-0,0.0811282,-0.0485548,-0.594582,0.547608,-3.43364,-0.0876943,-0.607999,0.672214,20.6685,0.0426283,-0.630047,0.631156,-19.4162,0.0389198,-0.571934,0.590802,7.62653,-0.200569,0.0120958,-0.175399,-0.0096088,-0.182601,0.156882,0.108685,0.00172759,0.171042,0.0845153,0.0864272,-1.08754,0.181548,0.00261871,-0.209829,1.03496,-0.395487,-0.0757268,1.21293,-0.533056,0.292465,0.138902,1.06481,0.696459,-0.230567,-0.227152,0.974245,-0.976706,0.304641,0.151492,1.24207,0.979544,
-0.000222254,-0.0617449,0.267184,0,0,-1,-0,-0,0.0811282,-0.0528529,-0.594367,0.543837,-3.43409,-0.0918321,-0.605104,0.67302,20.6686,0.0460823,-0.62961,0.634717,-19.4368,0.0425189,-0.572322,0.586495,7.64927,-0.210195,-0.0308204,-0.325117,0.059693,-0.191443,0.123356,0.0764756,-0.000326198,0.162896,0.0228018,0.233206,-0.821424,0.173385,-0.0323243,-0.209638,1.1052,-0.381248,-0.0900602,1.19981,-0.585518,0.31017,0.119723,1.0807,0.669023,-0.214926,-0.257431,0.941805,-1.00965,0.273039,0.193661,1.25055,1.01983,
0.00607622,-0.0420504,0.265533,0,0,-1,-0,-0,0.0811282,-0.0567506,-0.59403,0.539967,-3.43517,-0.0955691,-0.602004,0.673459,20.6689,0.0497811,-0.630069,0.638213,-19.4545,0.0464587,-0.573064,0.581965,7.67302,-0.181795,0.0625277,-0.278092,-0.112867,-0.163418,0.165365,-0.0310799,0.00123236,0.187728,-0.05384,0.222743,-0.736255,0.197943,-0.0276301,-0.213788,1.0899,-0.338244,-0.0898638,1.19035,-0.627398,0.321085,0.0940063,1.1295,0.635096,-0.213831,-0.285641,0.929661,-1.07976,0.225045,0.221605,1.22153,1.02682,
0.00428607,-0.021246,0.264789,0,0,-1,-0,-0,0.0811282,-0.0593208,-0.593799,0.537147,-3.43591,-0.0978708,-0.59989,0.67398,20.669,0.0530303,-0.63038,0.640538,-19.4676,0.0497114,-0.573357,0.578604,7.68968,-0.133052,-0.0323869,-0.0668383,0.0108855,-0.138687,0.12998,0.0446523,0.00123219,0.208334,0.0162852,0.0785179,-0.861324,0.218098,-0.00654373,-0.220625,1.05405,-0.272589,-0.0824022,1.15739,-0.610371,0.322365,0.0630069,1.2026,0.620498,-0.223269,-0.305112,0.960635,-1.12912,0.154802,0.243923,1.1831,1.03476,
-0.00929849,-0.00833126,0.266536,0,0,-1,-0,-0,0.0811282,-0.0622698,-0.593615,0.534173,-3.43698,-0.100641,-0.597271,0.675316,20.669,0.0577346,-0.630539,0.64348,-19.4839,0.0545359,-0.573085,0.573865,7.71167,-0.124885,-0.0380098,-0.210649,-0.0948525,-0.129904,0.119349,0.0833037,0.00173813,0.226978,-0.0375339,0.0614427,-0.857381,0.227746,0.0330752,-0.229535,0.981727,-0.169618,-0.016435,1.07619,-0.525936,0.323559,0.0235133,1.29567,0.573414,-0.227823,-0.33879,1.04472,-1.16941,0.0393294,0.270904,1.11191,1.03766,
-0.0301267,-0.00736919,0.271247,0,0,-1,-0,-0,0.0811282,-0.0651796,-0.593709,0.53205,-3.43783,-0.103422,-0.594847,0.677525,20.669,0.0622804,-0.630492,0.64651,-19.4996,0.059176,-0.571981,0.568887,7.73095,-0.162636,-0.0511019,0.00579706,-0.000478885,-0.138634,0.104739,0.132386,0.00116029,0.212986,0.0492585,0.233425,-0.674474,0.222373,0.076368,-0.232549,0.897236,0.00143694,0.0628824,0.989755,-0.379414,0.334546,-0.0469353,1.43312,0.505448,-0.239937,-0.368031,1.19272,-1.22094,-0.134827,0.303195,0.982938,1.04954,
-0.0536704,0.00390965,0.280223,0,0,-1,-0,-0,0.0811282,-0.0682881,-0.594213,0.531186,-3.43837,-0.106285,-0.592933,0.681074,20.669,0.0670276,-0.630175,0.649418,-19.5159,0.0638982,-0.569817,0.564253,7.74893,-0.134511,-0.0098825,-0.066142,-0.0378532,-0.144642,0.0845228,0.205973,0.000107569,0.215452,-0.0266857,0.0328799,-0.664121,0.227022,0.12015,-0.182578,0.822204,0.253138,0.162538,0.800544,-0.197067,0.384732,-0.163225,1.63375,0.367703,-0.256404,-0.435556,1.38684,-1.31877,-0.422796,0.351763,0.733914,1.04956,
-0.0844915,-0.00497387,0.292144,0,0,-1,-0,-0,0.0811282,-0.071496,-0.595209,0.531778,-3.43856,-0.109384,-0.591419,0.686217,20.6691,0.0718171,-0.629542,0.652567,-19.5324,0.068088,-0.566391,0.559497,7.76476,-0.19624,-0.0429564,0.0998418,-0.00178712,-0.16867,0.0617463,0.279942,0.00107543,0.20451,0.0909943,0.0199479,-0.635908,0.205046,0.188656,-0.161209,0.6759,0.599507,0.297712,0.521115,0.102864,0.491493,-0.293791,1.92371,0.244763,-0.329715,-0.498544,1.73113,-1.36757,-0.81746,0.392636,0.390354,1.06092,
-0.0979026,-0.0514389,0.286867,0,0,-1,-0,-0,0.0811282,-0.0725809,-0.596394,0.535088,-3.43858,-0.113299,-0.590271,0.692368,20.6694,0.0759653,-0.62934,0.656406,-19.5486,0.0663491,-0.564028,0.558202,7.7828,0.178791,-0.0333398,0.320604,0.00130596,-0.222731,0.0518695,0.263641,0.0376872,0.142465,0.0693707,0.37256,-0.871014,-0.534683,-0.0392898,0.228165,0.95547,0.986535,0.470132,0.0930445,0.496766,0.638089,-0.392546,2.25559,0.2145,-0.482809,-0.592465,2.15746,-1.40266,-1.23201,0.4093,0.00444154,1.09473,
-0.0910005,-0.095021,0.265884,0,0,-1,-0,-0,0.0811282,-0.0596658,-0.596621,0.547793,-3.43675,-0.118527,-0.589478,0.696751,20.6726,0.0784249,-0.630231,0.659916,-19.5607,0.0416736,-0.568405,0.570833,7.81127,1.18961,0.000393592,0.94449,0.232691,-0.259875,0.0144538,0.148609,0.346422,0.0771304,-0.0578529,0.140298,-0.455305,-1.91977,-0.390101,1.07672,1.92725,1.12077,0.504161,-0.108628,0.730399,0.753058,-0.406063,2.4105,0.482086,-0.696239,-0.610603,2.30745,-1.31099,-1.27263,0.393346,-0.173331,1.0605,
-0.0572416,-0.0622568,0.289804,0,0,-1,-0,-0,0.0811282,-0.0262049,-0.596058,0.573201,-3.4341,-0.124014,-0.590725,0.698559,20.6882,0.0802022,-0.631868,0.662286,-19.568,-0.00931777,-0.579393,0.602259,7.85449,1.93383,0.0434029,1.4567,0.00267922,-0.236178,-0.172891,0.0387887,1.31598,0.1368,-0.095726,0.0836298,-0.279542,-2.66661,-0.626343,1.82538,1.97066,0.720435,0.523954,0.0639703,0.591889,0.822272,-0.439716,2.26639,0.97954,-0.883349,-0.428284,2.23765,-0.973491,-0.739517,0.23182,-0.121238,0.836025,
0.0268525,0.0573553,0.358883,0,0,-1,-0,-0,0.0811282,0.00630925,-0.594875,0.595759,-3.43781,-0.126992,-0.595081,0.698896,20.7187,0.0837763,-0.633791,0.663484,-19.5719,-0.0460753,-0.588555,0.629413,7.87328,1.6992,0.21835,1.08368,-0.719356,-0.143499,-0.420287,0.0207768,2.45892,0.332814,-0.102791,0.215095,-0.323947,-1.6535,-0.525627,1.17332,-0.0419124,0.00809784,0.562312,0.369035,0.284726,0.84765,-0.427413,1.91122,1.37979,-1.05535,-0.0915877,1.90422,-0.435475,0.0390278,-0.067685,0.220127,0.422523,
0.0833463,0.10758,0.438297,0,0,-1,-0,-0,0.0811282,0.0288021,-0.586048,0.607552,-3.46746,-0.129187,-0.607993,0.699362,20.7857,0.0925028,-0.638398,0.665728,-19.5767,-0.0556058,-0.595645,0.637242,7.88358,-0.136283,0.690047,-0.286171,-2.46582,-0.138676,-0.716657,-0.0472949,3.81319,0.429926,-0.257874,0.060674,-0.0932857,0.444726,-0.00961486,-0.198791,1.31128,-0.556233,0.268332,0.814014,-0.316566,0.889622,-0.141396,1.41664,1.68267,-1.10739,-0.0883436,1.30213,-0.32493,0.615225,-0.194296,0.793424,0.138426,
0.101492,0.0529014,0.390903,0,0,-1,-0,-0,0.0811282,0.0255806,-0.571616,0.598882,-3.51601,-0.132085,-0.625764,0.698389,20.8753,0.100705,-0.644971,0.667837,-19.5774,-0.0468035,-0.59478,0.631258,7.90954,-0.177589,0.593015,-0.457737,-1.94198,-0.140077,-0.815037,-0.0964432,4.21249,0.336138,-0.323904,0.0718307,0.0326996,0.345802,0.106571,-0.26594,0.822539,-1.04702,-0.439751,1.44807,-1.20844,0.834302,0.485095,0.833882,2.02025,-1.03835,-0.267765,0.318917,-0.384202,1.13715,-0.166656,1.5569,-0.233132,
0.0617298,-0.0592129,0.27042,0,0,-1,-0,-0,0.0811282,0.0213905,-0.562536,0.589185,-3.54374,-0.125569,-0.631187,0.682477,20.986,0.0958352,-0.64876,0.660376,-19.5773,-0.0417226,-0.590219,0.626125,7.91442,-0.198592,0.277119,-0.435041,-0.636179,1.25461,0.646065,-1.78269,7.36644,-1.14405,0.0618623,-1.13977,0.000211087,0.164146,0.275787,-0.24114,-0.122133,-1.51182,-1.01851,1.80812,-1.74713,0.864338,0.951809,0.175039,2.41064,-1.02991,-0.317718,-0.321556,-0.339605,1.71795,0.177423,2.15998,0.0363552,
-0.0777525,-0.311017,0.186969,0,0,-1,-0,-0,0.0811282,0.015477,-0.559881,0.581363,-3.54591,-0.0806567,-0.60181,0.629453,21.1609,0.0494037,-0.643762,0.62099,-19.5773,-0.0412119,-0.584081,0.620349,7.91095,-0.421495,0.0261338,-0.289364,0.153844,2.77244,2.03063,-2.80134,8.29854,-3.26916,0.324064,-2.44504,-0.000868406,-0.162927,0.313637,-0.319852,-0.127976,-1.4999,-1.16425,1.73836,-1.62893,0.544462,0.809586,0.153129,2.18644,-0.92616,-0.316165,-0.385832,-0.308607,1.98633,0.376543,2.24662,0.641936,
-0.00718104,-0.0983786,0.247448,0,0,-1,-0,-0,0.0811282,0.00719592,-0.561193,0.575114,-3.53664,-0.0208481,-0.558166,0.57469,21.2694,-0.0274408,-0.640939,0.566946,-19.5808,-0.043997,-0.577421,0.613338,7.91004,-0.216259,-0.248039,-0.169261,0.570424,2.39019,1.72499,-2.01287,3.25779,-3.13525,-0.0955088,-2.30242,-0.000653428,0.104932,0.333168,-0.34377,-0.00227719,-1.15881,-1.01108,1.5929,-1.06695,0.102393,0.495957,0.404305,1.44464,-0.503752,-0.113541,-0.0283195,-0.3721,1.75923,0.362452,2.16325,1.06021,
