obs_angvel_0,obs_angvel_1,obs_angvel_2,obs_gravity_0,obs_gravity_1,obs_gravity_2,obs_command_0,obs_command_1,obs_command_2,obs_dofpos_0,obs_dofpos_1,obs_dofpos_2,obs_dofpos_3,obs_dofpos_4,obs_dofpos_5,obs_dofpos_6,obs_dofpos_7,obs_dofpos_8,obs_dofpos_9,obs_dofpos_10,obs_dofpos_11,obs_dofpos_12,obs_dofpos_13,obs_dofpos_14,obs_dofpos_15,obs_dofvel_0,obs_dofvel_1,obs_dofvel_2,obs_dofvel_3,obs_dofvel_4,obs_dofvel_5,obs_dofvel_6,obs_dofvel_7,obs_dofvel_8,obs_dofvel_9,obs_dofvel_10,obs_dofvel_11,obs_dofvel_12,obs_dofvel_13,obs_dofvel_14,obs_dofvel_15,obs_action_0,obs_action_1,obs_action_2,obs_action_3,obs_action_4,obs_action_5,obs_action_6,obs_action_7,obs_action_8,obs_action_9,obs_action_10,obs_action_11,obs_action_12,obs_action_13,obs_action_14,obs_action_15,
-0.00604616,0.00182223,-0.00871614,0,0,-1,0,0,0,0.0156957,0.794973,-1.59712,0.74209,0.0204426,0.799984,-1.58567,0.620929,0.0158751,-0.804422,1.59353,-1.18371,0.0205666,-0.814387,1.58297,-1.18795,0.0215276,-0.0310905,0.00985609,-0.0952584,0.0211258,-0.0612452,-0.00356199,0.0248083,0.00743375,0.0378745,-0.00871872,-0.332661,0.00740366,-0.0376929,0.00108372,-0.0862145,-0.128586,0.107668,0.42357,-0.339826,0.227692,0.0776395,0.461323,-0.223243,0.0453901,-0.130706,-0.482694,0.253412,-0.00570366,-0.102623,-0.451915,0.0567081,
-0.0054577,0.00170948,-0.00925949,0,0,-1,0,0,0,0.0158711,0.794705,-1.59702,0.74134,0.0206264,0.799506,-1.58571,0.621104,0.015938,-0.804097,1.59345,-1.18654,0.0206286,-0.814674,1.58298,-1.18875,0.0220345,-0.0314938,0.0110281,-0.0936507,0.021797,-0.057866,-0.00521949,0.014879,0.0071295,0.0384444,-0.00883164,-0.330976,0.00700811,-0.034289,0.00143954,-0.102464,-0.128848,0.108398,0.422743,-0.339324,0.227813,0.0798664,0.461444,-0.222721,0.0450693,-0.132146,-0.483131,0.254737,-0.00604514,-0.102434,-0.453067,0.0558355,
-0.00479224,0.00200015,-0.00814154,0,0,-1,0,0,0,0.0160398,0.794458,-1.59695,0.740581,0.020793,0.799058,-1.58576,0.621193,0.0159927,-0.80381,1.59338,-1.18918,0.0206792,-0.814943,1.583,-1.18959,0.0200107,-0.0300168,0.00930369,-0.0967674,0.0197318,-0.0543098,-0.00676511,0.00723636,0.00665953,0.0378855,-0.00948684,-0.329234,0.00659859,-0.0291208,0.00150313,-0.118752,-0.129151,0.109148,0.421968,-0.339088,0.227987,0.081532,0.461839,-0.222404,0.0447284,-0.133605,-0.483414,0.255767,-0.00611139,-0.102416,-0.454457,0.0550717,
-0.00535871,0.001995,-0.00638404,0,0,-1,0,0,0,0.0161798,0.794244,-1.59689,0.739832,0.0209313,0.798667,-1.58581,0.621222,0.0160431,-0.803562,1.59334,-1.19159,0.0207278,-0.81513,1.58301,-1.19054,0.0172876,-0.0276456,0.00654729,-0.103001,0.0169092,-0.0511958,-0.00711696,0.000250397,0.00744054,0.0182704,0.00534099,-0.290913,0.0067507,-0.0244636,0.00180946,-0.13536,-0.12945,0.109827,0.421802,-0.337725,0.228491,0.0830652,0.46197,-0.222898,0.0440302,-0.134326,-0.483231,0.257261,-0.00624491,-0.103035,-0.456522,0.0536011,
-0.00449674,0.00232197,-0.00487755,0,0,-1,0,0,0,0.0162781,0.794068,-1.59686,0.739163,0.0210284,0.798346,-1.58586,0.621197,0.016083,-0.803506,1.59334,-1.19314,0.0207665,-0.815271,1.58302,-1.19147,0.0134703,-0.0265736,0.00370335,-0.102051,0.0133477,-0.0476705,-0.00730054,-0.0089629,0.00546099,-0.00124079,0.00126794,-0.201653,0.00537762,-0.0197122,0.000958785,-0.148245,-0.129956,0.110024,0.421926,-0.334761,0.229572,0.0848938,0.462656,-0.223906,0.0425674,-0.131913,-0.483172,0.259862,-0.00560524,-0.10425,-0.458703,0.0528628,
-0.00466378,0.00265783,-0.00394442,0,0,-1,0,0,0,0.0163502,0.793901,-1.59683,0.738577,0.0211004,0.798072,-1.58591,0.621107,0.0161123,-0.803563,1.59335,-1.19415,0.0207957,-0.815376,1.58302,-1.19239,0.0116161,-0.0245192,-0.00680531,-0.08315,0.0115332,-0.0439566,-0.00732125,-0.0203115,0.0050653,-0.0157361,0.00261576,-0.144567,0.0051046,-0.0155236,-4.75131e-05,-0.159137,-0.1309,0.108189,0.419544,-0.334596,0.23063,0.0843125,0.462763,-0.227486,0.0435598,-0.128717,-0.479653,0.255417,-0.00605823,-0.106428,-0.460293,0.0456244,
-0.00651015,0.00288376,-0.00244232,0,0,-1,0,0,0,0.0164389,0.793628,-1.59682,0.737983,0.0211896,0.797722,-1.58596,0.620861,0.0161508,-0.803764,1.59339,-1.19514,0.0208345,-0.815478,1.58301,-1.19382,0.0103889,-0.0288814,-0.0152286,-0.0459348,0.0101483,-0.0387171,-0.00639631,-0.0367604,0.00563861,-0.029972,0.00611756,-0.0943134,0.00566647,-0.00836499,-0.00145764,-0.175788,-0.131583,0.107269,0.419196,-0.334193,0.232441,0.084436,0.464126,-0.228061,0.0436961,-0.12723,-0.478541,0.252949,-0.00568701,-0.107431,-0.460082,0.0418404,
-0.00793954,0.0023354,0.000798339,0,0,-1,0,0,0,0.0164936,0.793349,-1.59687,0.737839,0.0212442,0.797468,-1.58599,0.620545,0.0161977,-0.804004,1.59344,-1.1957,0.0208808,-0.815509,1.583,-1.1951,0.00581351,-0.0481234,-0.00602471,0.0132201,0.00580599,-0.0340349,-0.00176007,-0.0528594,0.00683147,-0.0371945,0.00860265,-0.0716164,0.0067619,-0.000957679,-0.00212794,-0.190041,-0.132197,0.107692,0.419518,-0.334663,0.234013,0.0850275,0.465502,-0.229146,0.0438592,-0.124731,-0.478233,0.250539,-0.00584223,-0.109494,-0.460084,0.037733,
-0.00892275,0.00156847,0.00345875,0,0,-1,0,0,0,0.0165198,0.792937,-1.59692,0.73817,0.0212703,0.797236,-1.58599,0.620075,0.0162505,-0.804297,1.59352,-1.1962,0.0209328,-0.815487,1.58298,-1.19658,0.00143096,-0.0594053,-0.0072119,0.0665444,0.0013648,-0.0280018,0.0021577,-0.0714628,0.00679306,-0.0397176,0.0116207,-0.0658504,0.00672389,0.00601664,-0.00255947,-0.200904,-0.132568,0.110629,0.419555,-0.334097,0.234585,0.0856994,0.464882,-0.229722,0.0441657,-0.122434,-0.477972,0.25065,-0.0066191,-0.111626,-0.460152,0.0347467,
-0.00866303,0.000962421,0.00470956,0,0,-1,0,0,0,0.0165169,0.792597,-1.59697,0.738612,0.0212669,0.797085,-1.58597,0.619598,0.0162844,-0.804534,1.5936,-1.19657,0.0209691,-0.815436,1.58296,-1.19779,-0.00230924,-0.0630579,-0.00813636,0.0896045,-0.00239023,-0.0227785,0.00425499,-0.0861882,0.00527091,-0.0387737,0.0140457,-0.0692394,0.0051664,0.00955204,-0.00310376,-0.201627,-0.132794,0.113393,0.421309,-0.334364,0.235476,0.0858098,0.464381,-0.230992,0.0440785,-0.120959,-0.479166,0.250543,-0.00708247,-0.113866,-0.460205,0.0317492,
-0.00807068,0.000463575,0.00541469,0,0,-1,0,0,0,0.0164874,0.792149,-1.59703,0.739309,0.0212374,0.796957,-1.58594,0.618985,0.01631,-0.804776,1.5937,-1.19709,0.0209933,-0.815368,1.58293,-1.19905,-0.0063855,-0.0642586,-0.00915746,0.106211,-0.00620771,-0.0171737,0.0054997,-0.101043,0.00235811,-0.035833,0.0162366,-0.0790434,0.00281253,0.0140772,-0.0139982,-0.177881,-0.13282,0.114834,0.422391,-0.334758,0.235923,0.0855943,0.46408,-0.231954,0.0441646,-0.120236,-0.480225,0.250032,-0.007222,-0.115065,-0.460138,0.0298691,
-0.00646356,-0.000725654,0.00377487,0,0,-1,0,0,0,0.0164284,0.791698,-1.59712,0.740035,0.0211808,0.796845,-1.58589,0.618118,0.0163124,-0.80504,1.59384,-1.19778,0.020997,-0.815322,1.58292,-1.20043,-0.00756761,-0.0577844,0.00355852,0.0643897,-0.00736425,-0.0113654,0.00509992,-0.114067,-0.00142873,-0.0301565,0.0193609,-0.0923871,-0.00113598,0.00588653,-0.00602335,-0.155678,-0.132089,0.116404,0.423891,-0.335064,0.236429,0.0846668,0.462923,-0.232094,0.0448117,-0.120668,-0.482136,0.249179,-0.00765419,-0.114562,-0.457791,0.0285555,
-0.00757952,-0.00134626,0.00281112,0,0,-1,0,0,0,0.016369,0.791347,-1.59723,0.740463,0.0211196,0.796778,-1.58586,0.617095,0.0162939,-0.805271,1.59402,-1.19863,0.0209786,-0.815343,1.58295,-1.20163,-0.00584432,-0.0275302,-0.0283825,0.0402416,-0.00555267,-0.00487789,0.00375944,-0.125968,-0.0014044,-0.024458,0.0216966,-0.106871,-0.00138027,-0.00463666,0.0033269,-0.125723,-0.132013,0.116986,0.423187,-0.336,0.235745,0.0847448,0.462477,-0.230703,0.0460587,-0.119981,-0.482502,0.248675,-0.0072777,-0.113198,-0.457096,0.030246,
-0.00922107,-0.00228008,0.00241159,0,0,-1,0,0,0,0.0163226,0.791082,-1.59736,0.740627,0.0210769,0.796755,-1.58582,0.61592,0.0162828,-0.805461,1.59422,-1.19965,0.0209683,-0.815388,1.58297,-1.20265,-0.00381083,-0.0303778,-0.00455605,0.00390381,-0.00366076,-0.00131816,0.00571425,-0.13303,-6.75174e-05,-0.0184813,0.0224575,-0.118362,0.000212827,-0.000876872,-0.00609275,-0.102442,-0.131688,0.114215,0.42642,-0.337917,0.23783,0.0821546,0.46409,-0.23278,0.044799,-0.12188,-0.485751,0.244721,-0.0061446,-0.1113,-0.457601,0.0280527,
-0.00995626,-0.00277497,0.00211063,0,0,-1,0,0,0,0.016306,0.790933,-1.59741,0.740662,0.0210612,0.796753,-1.58578,0.615169,0.0162867,-0.805553,1.59434,-1.20032,0.0209715,-0.815422,1.583,-1.20324,-0.00215978,-0.0321828,0.00243348,0.00134189,-0.00193387,0.00158189,0.00628562,-0.138776,0.00134722,-0.0147069,0.0221133,-0.123784,0.00147246,-0.00294389,-0.000572119,-0.101211,-0.131357,0.115432,0.42462,-0.337465,0.235929,0.082057,0.461618,-0.230754,0.0466626,-0.12198,-0.485456,0.244994,-0.00679461,-0.109876,-0.456278,0.0293778,
-0.00951723,-0.00298849,0.00136497,0,0,-1,0,0,0,0.016304,0.79076,-1.59752,0.740667,0.0210599,0.796795,-1.58574,0.61394,0.0163029,-0.805651,1.59452,-1.20141,0.0209862,-0.815449,1.583,-1.2041,0.000426709,-0.0261494,0.00263634,-0.0110831,0.000510689,0.00787737,0.00376387,-0.149995,0.00234347,-0.00838695,0.0200899,-0.13192,0.00235483,-0.0033712,0.00325094,-0.102487,-0.131269,0.116162,0.424824,-0.338281,0.235684,0.0816461,0.460828,-0.2302,0.0469275,-0.122116,-0.485837,0.244784,-0.00700388,-0.109256,-0.455885,0.0299934,
-0.00890234,-0.00285388,0.000977938,0,0,-1,0,0,0,0.0163199,0.790595,-1.5976,0.740658,0.0210763,0.796886,-1.58572,0.612629,0.0163309,-0.805706,1.59468,-1.20252,0.0210148,-0.815468,1.58303,-1.20498,0.00254821,-0.022338,-0.00153188,-0.00612783,0.00261341,0.0128647,0.00171171,-0.156819,0.00374543,-0.00546761,0.0172394,-0.127015,0.00380985,-0.00112423,0.00389235,-0.105151,-0.131545,0.116042,0.425522,-0.340801,0.235569,0.0799995,0.460819,-0.230232,0.0472323,-0.12339,-0.48655,0.242554,-0.0069342,-0.109092,-0.456069,0.0293519,
-0.00762279,-0.00257454,0.000598134,0,0,-1,0,0,0,0.0163464,0.790434,-1.59764,0.740674,0.0211032,0.796993,-1.58571,0.611445,0.016364,-0.805749,1.59479,-1.20338,0.0210487,-0.815467,1.58306,-1.20578,0.00386167,-0.0256767,0.00160325,0.0067471,0.0038894,0.0151072,0.000338592,-0.157485,0.00431791,0.00109633,-0.00580944,-0.0842673,0.00464627,0.00133025,0.00378328,-0.109029,-0.131927,0.115893,0.426291,-0.343562,0.235969,0.0780859,0.461253,-0.230425,0.0472507,-0.124841,-0.48724,0.239955,-0.00684889,-0.109466,-0.456477,0.0276632,
-0.0090292,-0.00253705,0.000314361,0,0,-1,0,0,0,0.0163964,0.790268,-1.59771,0.740776,0.0211535,0.797129,-1.58571,0.610196,0.0164159,-0.805843,1.59491,-1.20405,0.0211016,-0.815443,1.5831,-1.20673,0.00749925,-0.0203789,-0.00485022,0.00984678,0.00764659,0.0165459,-0.000871854,-0.153554,0.00672147,-0.011247,0.025286,-0.0626392,0.00728162,0.00441776,0.0035044,-0.114681,-0.13299,0.115247,0.424207,-0.347849,0.23579,0.0756369,0.460584,-0.231509,0.0493053,-0.126145,-0.484281,0.234028,-0.00788756,-0.111344,-0.457324,0.0215745,
-0.00888027,-0.00281722,3.26464e-06,0,0,-1,0,0,0,0.0164641,0.790068,-1.59772,0.740924,0.0212212,0.797269,-1.58572,0.608913,0.0164822,-0.80602,1.59505,-1.20436,0.0211687,-0.815399,1.58313,-1.20773,0.00921268,-0.0279638,0.00720096,0.0174364,0.00926996,0.0166124,-0.000717638,-0.147923,0.00826188,-0.0284036,0.0319682,-0.0241528,0.00876529,0.00689378,0.00377391,-0.120403,-0.133271,0.114861,0.426488,-0.347746,0.237805,0.0750815,0.462669,-0.230111,0.0474582,-0.1262,-0.487217,0.234763,-0.0064471,-0.110955,-0.456075,0.0238408,
-0.00749627,-0.00308759,-0.000320284,0,0,-1,0,0,0,0.0165424,0.789882,-1.59771,0.741109,0.021299,0.797396,-1.58573,0.60775,0.0165551,-0.806225,1.59514,-1.20441,0.0212417,-0.815334,1.58316,-1.20865,0.0101512,-0.0286261,0.00944129,0.0235596,0.0101632,0.0174261,-0.000631052,-0.143497,0.00867019,-0.0334741,0.0262284,-0.0016549,0.00914493,0.00925182,0.00419506,-0.123079,-0.134176,0.11597,0.4252,-0.349145,0.237117,0.0751097,0.463623,-0.229277,0.0481178,-0.122533,-0.486068,0.23419,-0.00618272,-0.112246,-0.456684,0.0237656,
-0.00596563,-0.00324897,-0.000692386,0,0,-1,0,0,0,0.0166159,0.789711,-1.59768,0.741293,0.0213719,0.797519,-1.58573,0.606761,0.0166212,-0.806407,1.59523,-1.20434,0.0213071,-0.815263,1.58319,-1.20952,0.0104078,-0.0285037,0.0123616,0.0236634,0.0103486,0.017918,-0.000698273,-0.13888,0.00866442,-0.0180296,-0.00660428,0.0313197,0.00897235,0.0111062,0.00451173,-0.124758,-0.134798,0.115874,0.424073,-0.350156,0.237081,0.0741742,0.463988,-0.22835,0.0490516,-0.12111,-0.484056,0.232766,-0.00614414,-0.112833,-0.456365,0.0226476,
-0.00732189,-0.00391179,-0.000699886,0,0,-1,0,0,0,0.0166795,0.789585,-1.59766,0.741445,0.0214351,0.797619,-1.58574,0.60601,0.0166764,-0.806555,1.5953,-1.20424,0.0213619,-0.815197,1.58322,-1.21021,0.0124676,-0.0271413,0.0144919,0.019563,0.0123819,0.0180699,-0.00011538,-0.13391,0.0113878,-0.0363358,0.0330189,0.00722341,0.0109776,0.0125799,0.00564898,-0.126878,-0.135835,0.114845,0.421213,-0.35424,0.236438,0.0720743,0.462677,-0.229095,0.0520044,-0.122681,-0.479855,0.226349,-0.00741475,-0.114973,-0.457016,0.016315,
-0.00675246,-0.00439755,-0.00083003,0,0,-1,0,0,0,0.0167847,0.789382,-1.5976,0.741657,0.0215457,0.797773,-1.58574,0.604972,0.0167747,-0.806786,1.59541,-1.204,0.02146,-0.815083,1.58327,-1.2113,0.0135568,-0.0263566,0.0161658,0.0214372,0.013292,0.0185589,-0.00041196,-0.127395,0.0125741,-0.0349902,0.0336428,0.00922477,0.0120526,0.0141469,0.00731629,-0.12889,-0.135591,0.116905,0.424184,-0.350224,0.237369,0.0745182,0.46476,-0.223719,0.0493931,-0.120156,-0.48355,0.234829,-0.00527243,-0.113478,-0.455656,0.025444,
-0.00472919,-0.0050787,-0.000829421,0,0,-1,0,0,0,0.0169111,0.789194,-1.59752,0.741885,0.0216638,0.797919,-1.58574,0.603968,0.0168561,-0.806957,1.59548,-1.20376,0.0215413,-0.81497,1.58332,-1.21226,0.0119785,-0.0133775,0.000920391,0.0189129,0.0117836,0.0204757,-0.00120026,-0.122287,0.00959719,-0.0314007,0.0302125,0.013238,0.0107846,0.0157029,0.00821349,-0.128399,-0.136329,0.116746,0.423393,-0.353302,0.236644,0.0731351,0.465383,-0.226128,0.0497655,-0.119182,-0.483176,0.231386,-0.00519025,-0.115141,-0.457828,0.0227372,
-0.00300783,-0.00480764,-0.000939294,0,0,-1,0,0,0,0.0169803,0.789086,-1.59744,0.741967,0.0217322,0.798083,-1.58575,0.603059,0.0169364,-0.807101,1.59554,-1.20357,0.0216207,-0.814839,1.58339,-1.21322,0.0120232,-0.00408507,0.00356356,0.0279391,0.0117384,0.020161,-0.000359085,-0.118172,0.010748,-0.025078,0.00384442,0.0210893,0.0100299,0.0172295,0.00753169,-0.127367,-0.136876,0.115196,0.423533,-0.35428,0.237502,0.0712562,0.466009,-0.227118,0.0496363,-0.120192,-0.483337,0.22939,-0.00443452,-0.116301,-0.459515,0.0202078,
-0.00235936,-0.00471485,-0.000387692,0,0,-1,0,0,0,0.0170724,0.78891,-1.5973,0.742084,0.0218232,0.79826,-1.58577,0.602056,0.0170156,-0.807216,1.59556,-1.20336,0.0217044,-0.814683,1.58344,-1.21436,0.0110435,-0.023853,0.0239398,0.0100292,0.010859,0.0215965,-0.00591463,-0.101919,0.00962172,-0.00524222,-0.0147805,0.037135,0.00996511,0.0191127,0.00639303,-0.125115,-0.138234,0.114321,0.421677,-0.356482,0.236845,0.070332,0.465961,-0.225716,0.0512673,-0.120435,-0.479928,0.227615,-0.00455,-0.11888,-0.461822,0.0173736,
-0.00551204,-0.0039489,0.000461359,0,0,-1,0,0,0,0.0171652,0.788766,-1.59719,0.742193,0.0219213,0.798387,-1.58576,0.601327,0.0171082,-0.807323,1.59558,-1.20319,0.021792,-0.814542,1.58351,-1.2153,0.0117453,-0.0214582,0.01875,0.0141271,0.0122147,0.0148794,0.00183291,-0.0901262,0.0118991,-0.0191225,0.0122554,0.0214449,0.0126863,0.0173927,0.0114661,-0.126882,-0.138846,0.116062,0.418336,-0.357223,0.235332,0.0692133,0.463622,-0.225232,0.0537788,-0.121659,-0.47621,0.225796,-0.00593513,-0.119572,-0.46207,0.0144252,
-0.00423183,-0.00332949,0.000524933,0,0,-1,0,0,0,0.0172574,0.788648,-1.59709,0.742209,0.0220068,0.798501,-1.58575,0.600619,0.0172067,-0.807449,1.59564,-1.20301,0.0218908,-0.814362,1.58354,-1.21632,0.0091298,-0.0265651,0.0401712,-0.0165101,0.00933604,0.0128899,0.00239262,-0.0793793,0.010542,-0.0176376,0.018821,0.00192668,0.0102641,0.0250079,-0.00419688,-0.111844,-0.138744,0.117636,0.421356,-0.353898,0.236373,0.0719432,0.46475,-0.222664,0.0515131,-0.119311,-0.478681,0.232588,-0.00471517,-0.119998,-0.461601,0.0201092,
-0.0009818,-0.00261578,0.000853752,0,0,-1,0,0,0,0.0173111,0.788559,-1.59702,0.742226,0.0220599,0.798614,-1.58573,0.599964,0.0172715,-0.807529,1.59565,-1.20289,0.0219551,-0.814177,1.58355,-1.21727,0.00397366,-0.0104956,0.00773524,0.00505121,0.00415238,0.013632,0.00114967,-0.0755395,0.00576342,-0.00402335,-0.00323672,0.00687381,0.00530958,0.0324257,-0.0209727,-0.094005,-0.13819,0.11849,0.419745,-0.352903,0.234555,0.0724223,0.463082,-0.222373,0.0527417,-0.118203,-0.477822,0.233538,-0.00539125,-0.120164,-0.459819,0.0219837,
0.000578639,-0.00212753,0.00131163,0,0,-1,0,0,0,0.0173265,0.788494,-1.59698,0.742255,0.0220751,0.798734,-1.58573,0.599346,0.0173016,-0.807581,1.59565,-1.20283,0.0219853,-0.814004,1.58358,-1.21818,0.00097429,-0.000816093,-0.0109283,0.0155499,0.000780365,0.0135624,0.000244836,-0.0683384,0.00208461,-0.000537494,-0.0146606,0.0249019,0.00227122,0.0205459,0.00192449,-0.103536,-0.137537,0.115939,0.421668,-0.356533,0.236462,0.0689691,0.462536,-0.226144,0.0534624,-0.122245,-0.478733,0.226444,-0.00607084,-0.121982,-0.458248,0.0152329,
-0.00155005,-0.00184767,0.0011012,0,0,-1,0,0,0,0.0173277,0.788431,-1.59694,0.742311,0.0220769,0.798815,-1.58572,0.598922,0.0173169,-0.807651,1.59571,-1.20278,0.0220004,-0.813881,1.58362,-1.21885,0.000740062,-0.0106887,0.00494931,0.0166941,0.00105228,0.0110427,0.00201126,-0.0621304,0.00323457,-0.015205,0.0201112,-0.0062954,0.00305187,0.0216798,-0.00218131,-0.0951731,-0.139254,0.114826,0.421944,-0.359839,0.237825,0.0684774,0.465192,-0.228075,0.0526831,-0.122606,-0.478621,0.223557,-0.00476026,-0.12563,-0.463358,0.0113689,
-0.00257283,-0.00122388,0.00117094,0,0,-1,0,0,0,0.0173307,0.788363,-1.59693,0.742446,0.0220795,0.798899,-1.5857,0.598442,0.0173354,-0.807725,1.59574,-1.20269,0.0220192,-0.813725,1.58362,-1.2196,0.000751439,-0.00253688,-0.011178,0.026496,0.000472231,0.00982123,0.00311636,-0.0590392,0.00286245,-0.0144941,0.0201349,-0.00905915,0.00262398,0.021658,-0.00486392,-0.0866201,-0.138407,0.117366,0.423076,-0.355007,0.237505,0.070699,0.466008,-0.223912,0.0508687,-0.120513,-0.481732,0.231756,-0.0034989,-0.123153,-0.461365,0.0197449,
-0.00109587,-0.00125558,0.00119517,0,0,-1,0,0,0,0.017322,0.788308,-1.59692,0.742548,0.0220708,0.798962,-1.58567,0.598062,0.0173391,-0.807762,1.59574,-1.20263,0.022023,-0.813601,1.58362,-1.22017,-0.0019435,-0.02396,0.0338771,-0.00151815,-0.0015463,0.0094536,0.00404278,-0.0573299,-0.00106231,-0.0117009,0.0126668,0.00244765,-0.000234186,0.0236879,-0.00961944,-0.0788159,-0.138173,0.116174,0.42486,-0.357814,0.238188,0.0692399,0.46645,-0.227914,0.0504142,-0.121103,-0.483372,0.227601,-0.00359579,-0.124454,-0.461358,0.0166633,
-0.000626225,-0.000515345,0.000831494,0,0,-1,0,0,0,0.0172986,0.788264,-1.59694,0.742673,0.0220476,0.799038,-1.58564,0.597604,0.0173307,-0.807807,1.59577,-1.20262,0.022014,-0.813445,1.5836,-1.2208,-0.00318346,-0.00731039,0.00224043,0.0132634,-0.00295039,0.00997282,0.00315402,-0.0574415,-0.00257408,-0.00964979,0.0121751,-0.00334432,-0.00166082,0.0228454,-0.0112009,-0.0714806,-0.138195,0.118431,0.41994,-0.356422,0.23535,0.0703096,0.463056,-0.225228,0.0536165,-0.119392,-0.479392,0.229372,-0.00505774,-0.12448,-0.459591,0.0187252,
-0.000391786,-0.000313737,5.47632e-05,0,0,-1,0,0,0,0.0172735,0.788266,-1.59698,0.742709,0.0220226,0.79912,-1.58562,0.59715,0.0173098,-0.807838,1.5958,-1.20265,0.0219936,-0.813297,1.58356,-1.22138,-0.0030143,-0.00224463,0.00328172,-0.00623417,-0.00284883,0.0100331,0.00217058,-0.0550368,-0.00397845,-0.00878558,0.0132183,-0.0054571,-0.00305682,0.0214179,-0.0111182,-0.0655307,-0.137413,0.11675,0.424018,-0.358405,0.237839,0.0686657,0.464205,-0.226827,0.0523843,-0.121587,-0.482242,0.226663,-0.00460103,-0.124622,-0.457405,0.0176843,
-0.000574088,-0.000427623,-0.000402427,0,0,-1,0,0,0,0.017248,0.78826,-1.59698,0.742695,0.0219973,0.799202,-1.5856,0.596693,0.0172795,-0.807873,1.59585,-1.20268,0.0219637,-0.813142,1.5835,-1.22193,-0.00261558,-0.00195625,0.00104711,0.00223851,-0.00248837,0.00952857,0.00250294,-0.0527569,-0.00336554,-0.0115461,0.0211409,-0.0125594,-0.00327356,0.0179127,-0.0080187,-0.0601194,-0.137683,0.116148,0.423616,-0.360447,0.237416,0.0687543,0.464779,-0.227138,0.0527836,-0.121852,-0.4826,0.224952,-0.00432514,-0.1258,-0.457771,0.0178303,
1.17195e-05,-0.00046511,-0.000392858,0,0,-1,0,0,0,0.0172279,0.788288,-1.59703,0.742692,0.0219772,0.799273,-1.58558,0.596304,0.0172518,-0.807897,1.59588,-1.20269,0.0219365,-0.813024,1.58347,-1.22238,-0.00289921,0.00287222,-0.002447,-0.00680518,-0.00275536,0.00968822,0.00212609,-0.0510694,-0.00497875,-0.00894734,0.014081,-0.00273183,-0.00484906,0.0114996,0.00304869,-0.0616833,-0.137497,0.116337,0.424462,-0.360797,0.23774,0.0686334,0.46535,-0.226613,0.0520544,-0.122011,-0.484022,0.225666,-0.00378174,-0.125359,-0.457039,0.0198216,
0.000264849,-0.000259837,-0.000237799,0,0,-1,0,0,0,0.017207,0.788296,-1.59704,0.742668,0.0219563,0.799341,-1.58556,0.595926,0.0172234,-0.80792,1.59592,-1.20269,0.0219071,-0.812915,1.58344,-1.22279,-0.00332594,-0.00359549,0.00659722,-0.00460972,-0.00328776,0.00890699,0.00292608,-0.04971,-0.00508253,0.00223489,-0.0104733,0.0174586,-0.00525433,0.0110179,0.00176089,-0.0557318,-0.138062,0.11532,0.424076,-0.362937,0.237727,0.0678518,0.465679,-0.228555,0.0522339,-0.122033,-0.483297,0.222945,-0.0036938,-0.126726,-0.458881,0.0176685,
-0.0019215,0.000451865,7.9656e-05,0,0,-1,0,0,0,0.0171905,0.788313,-1.59708,0.742691,0.02194,0.799408,-1.58554,0.595538,0.017201,-0.807953,1.59595,-1.20268,0.0218837,-0.812801,1.58339,-1.22317,-0.00123538,0.0156721,-0.0321624,0.0153125,-0.00126871,0.00830162,0.00222931,-0.0469359,-0.00248797,0.00040628,-0.0106315,0.0217209,-0.00227101,0.0142471,-0.00742654,-0.0453211,-0.138453,0.115207,0.421735,-0.364289,0.236778,0.066742,0.463523,-0.228784,0.0544326,-0.123235,-0.480097,0.220181,-0.00499792,-0.127624,-0.458557,0.0143082,
-0.00220249,-9.51578e-05,0.00135836,0,0,-1,0,0,0,0.0171781,0.788309,-1.59711,0.74273,0.0219279,0.799475,-1.58551,0.595155,0.0171957,-0.808012,1.59599,-1.2026,0.0218783,-0.812686,1.58334,-1.22354,-0.00162407,-0.00677359,0.00503519,0.00687238,-0.00148177,0.00728519,0.00376665,-0.0424594,-0.000563281,-0.0133604,0.0134168,0.0120179,6.11937e-05,0.0129172,-0.00519314,-0.0416604,-0.13816,0.113286,0.426359,-0.365448,0.239308,0.0654666,0.464782,-0.22993,0.0529797,-0.125202,-0.482726,0.218252,-0.0045559,-0.128539,-0.457058,0.0122558,
-0.0010514,-7.02579e-05,0.00207675,0,0,-1,0,0,0,0.0171602,0.788296,-1.59716,0.742842,0.02191,0.799533,-1.58548,0.594823,0.0171983,-0.808075,1.59602,-1.20248,0.0218806,-0.812591,1.5833,-1.22385,-0.00255544,0.012951,-0.0321557,0.0226153,-0.00250744,0.00844944,0.00268678,-0.0422254,-0.000447529,-0.0129189,0.0131185,0.00943602,0.000113165,0.0108855,-0.00363991,-0.0354362,-0.138628,0.117215,0.424762,-0.362853,0.237196,0.0684043,0.464271,-0.226598,0.0529754,-0.12105,-0.482189,0.224493,-0.00424338,-0.128512,-0.457411,0.0182653,
