joint_tau_cal_0,joint_tau_cal_1,joint_tau_cal_2,joint_tau_cal_3,joint_tau_cal_4,joint_tau_cal_5,joint_tau_cal_6,joint_tau_cal_7,joint_tau_cal_8,joint_tau_cal_9,joint_tau_cal_10,joint_tau_cal_11,joint_tau_cal_12,joint_tau_cal_13,joint_tau_cal_14,joint_tau_cal_15,joint_tau_est_0,joint_tau_est_1,joint_tau_est_2,joint_tau_est_3,joint_tau_est_4,joint_tau_est_5,joint_tau_est_6,joint_tau_est_7,joint_tau_est_8,joint_tau_est_9,joint_tau_est_10,joint_tau_est_11,joint_tau_est_12,joint_tau_est_13,joint_tau_est_14,joint_tau_est_15,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_12,joint_pos_13,joint_pos_14,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_12,joint_pos_target_13,joint_pos_target_14,joint_vel_3,joint_vel_7,joint_vel_11,joint_vel_15,joint_vel_target_3,joint_vel_target_7,joint_vel_target_11,joint_vel_target_15,
-15.0536,7.8017,33.5253,0.11465,15.1583,7.7084,32.8831,0.0343568,-6.65806,-9.33574,-34.2503,-0.095081,6.94402,-9.21081,-33.8766,0.066755,-14.9991,7.7932,33.503,0.114708,15.1075,7.70317,32.8638,0.0220897,-6.63589,-9.31456,-34.2631,-0.0915395,6.92148,-9.19976,-33.8578,0.0636397,0.145482,0.754149,-1.7143,-0.146139,0.757465,-1.7094,0.0649233,-0.745454,1.72181,-0.0656029,-0.750707,1.7184,0.107614,0.772049,-1.62703,-0.107858,0.774861,-1.62439,0.0480801,-0.767614,1.63255,-0.0481429,-0.771971,1.63077,-0.0573252,-0.0171784,0.0475405,-0.0333775,0,0,0,0,
-15.3187,7.84751,33.4711,0.137514,15.4139,7.77074,32.8827,0.0497517,-6.78896,-9.33765,-34.3431,-0.106271,7.05172,-9.27419,-33.8972,0.0513246,-15.2689,7.83626,33.4571,0.135901,15.3535,7.76419,32.8582,0.0480524,-6.78598,-9.26868,-34.4796,-0.0979995,7.02158,-9.26645,-33.8776,0.0525911,0.145448,0.753911,-1.71375,-0.146076,0.757182,-1.70896,0.0648998,-0.745308,1.72131,-0.0655853,-0.750457,1.71794,0.106923,0.772135,-1.62667,-0.107166,0.774928,-1.62404,0.0477715,-0.767729,1.63216,-0.0478339,-0.772057,1.63039,-0.068757,-0.0248759,0.0531354,-0.0256623,0,0,0,0,
-15.5916,7.88973,33.4579,0.159208,15.6614,7.81725,32.9043,0.0580615,-6.90589,-9.39388,-34.29,-0.129175,7.16261,-9.33898,-33.9314,0.0249184,-15.5365,7.88419,33.4357,0.157294,15.6118,7.81156,32.8829,0.0551137,-6.87891,-9.40745,-34.2175,-0.132283,7.1412,-9.33081,-33.908,0.0257264,0.145418,0.753728,-1.71328,-0.146021,0.756959,-1.70859,0.0648791,-0.74519,1.72085,-0.0655668,-0.750231,1.71756,0.106232,0.772221,-1.62631,-0.106474,0.774996,-1.6237,0.0474629,-0.767843,1.63176,-0.0475249,-0.772143,1.63,-0.0796042,-0.0290307,0.0645876,-0.0124592,0,0,0,0,
-15.8507,7.92748,33.4238,0.178497,15.9262,7.85941,32.9255,0.0835502,-7.02096,-9.4464,-34.2325,-0.143847,7.28095,-9.39885,-33.9632,0.0226826,-15.7943,7.92019,33.4078,0.175769,15.8726,7.85101,32.9069,0.0793525,-6.99814,-9.42501,-34.2457,-0.143043,7.25737,-9.39071,-33.9448,0.0227012,0.145387,0.753558,-1.71278,-0.145964,0.756747,-1.7082,0.0648614,-0.745097,1.7204,-0.0655464,-0.750027,1.71716,0.105542,0.772306,-1.62595,-0.105781,0.775064,-1.62336,0.0471543,-0.767957,1.63136,-0.0472159,-0.772229,1.62962,-0.0892483,-0.0417751,0.0719234,-0.0113413,0,0,0,0,
-16.1337,7.94689,33.4041,0.197683,16.1638,7.89826,32.9393,0.0961884,-7.17672,-9.28423,-34.705,-0.129087,7.38029,-9.45277,-34.005,-0.00266102,-16.0693,7.94787,33.387,0.195895,16.1194,7.89215,32.9235,0.0923483,-7.12718,-9.436,-34.298,-0.150291,7.36126,-9.44418,-33.9826,-0.00382729,0.145357,0.753411,-1.7123,-0.145907,0.75656,-1.70783,0.0648445,-0.745015,1.71995,-0.0655246,-0.749844,1.71677,0.104851,0.772392,-1.62558,-0.105089,0.775131,-1.62301,0.0468457,-0.768071,1.63097,-0.0469069,-0.772316,1.62923,-0.0988413,-0.0480942,0.0645436,0.00133051,0,0,0,0,
-16.3806,7.98094,33.3782,0.212218,16.4419,7.93456,32.9828,0.108081,-7.26541,-9.49865,-34.246,-0.174913,7.50573,-9.50377,-34.0431,-0.015777,-16.3243,7.97734,33.359,0.212584,16.3884,7.92757,32.9582,0.106176,-7.24299,-9.47665,-34.2593,-0.171122,7.48079,-9.49502,-34.0177,-0.00484848,0.145327,0.753288,-1.71182,-0.145851,0.756395,-1.70749,0.0648305,-0.744956,1.71951,-0.0655035,-0.74968,1.7164,0.10416,0.772478,-1.62522,-0.104397,0.775199,-1.62267,0.0465371,-0.768185,1.63057,-0.0465979,-0.772402,1.62885,-0.106109,-0.0540403,0.0874566,0.00788849,0,0,0,0,
-16.6532,7.99421,33.3754,0.230637,16.6923,7.96748,32.9894,0.1224,-7.39694,-9.33049,-34.3243,-0.18005,7.60383,-9.55359,-34.0921,-0.0181953,-16.5982,7.993,33.3538,0.226652,16.6417,7.95975,32.9727,0.123548,-7.3696,-9.48718,-34.2596,-0.184483,7.58426,-9.54575,-34.0688,-0.0273127,0.145299,0.753185,-1.71138,-0.145801,0.75626,-1.70711,0.0648174,-0.744909,1.71909,-0.0654781,-0.749533,1.71606,0.10347,0.772563,-1.62486,-0.103705,0.775267,-1.62232,0.0462285,-0.768299,1.63017,-0.0462889,-0.772488,1.62847,-0.115318,-0.0612001,0.0900248,0.00909764,0,0,0,0,
-16.9091,8.01717,33.3539,0.242054,16.9618,7.99499,33.0247,0.140402,-7.52304,-9.49004,-34.4003,-0.182346,7.7271,-9.59501,-34.1355,-0.0333479,-16.86,8.00741,33.3382,0.243136,16.9005,7.99319,33.0004,0.129307,-7.52094,-9.42044,-34.5421,-0.172287,7.6983,-9.58696,-34.1154,-0.0314191,0.145269,0.753108,-1.71093,-0.145747,0.756133,-1.70679,0.0648077,-0.744886,1.71868,-0.0654549,-0.749411,1.71571,0.102779,0.772649,-1.6245,-0.103012,0.775334,-1.62198,0.0459199,-0.768413,1.62978,-0.0459799,-0.772574,1.62808,-0.121027,-0.070201,0.0911732,0.016674,0,0,0,0,
-17.1743,8.0344,33.346,0.255131,17.219,8.02035,33.0589,0.137396,-7.6344,-9.55518,-34.2848,-0.205488,7.83915,-9.63867,-34.1798,-0.0472212,-17.1201,8.0292,33.3266,0.254317,17.1684,8.01522,33.039,0.14545,-7.60946,-9.54449,-34.2712,-0.200266,7.81759,-9.6298,-34.1567,-0.0347989,0.145241,0.753046,-1.7105,-0.1457,0.756031,-1.70648,0.0647971,-0.744866,1.71828,-0.0654315,-0.749302,1.7154,0.102088,0.772735,-1.62414,-0.10232,0.775402,-1.62164,0.0456113,-0.768528,1.62938,-0.0456709,-0.77266,1.6277,-0.127566,-0.0686978,0.102744,0.0236106,0,0,0,0,
-17.445,8.03992,33.3314,0.269773,17.4714,8.04419,33.0754,0.158103,-7.76618,-9.54625,-34.3491,-0.211923,7.94353,-9.67761,-34.2203,-0.0562616,-17.3883,8.03591,33.3124,0.270267,17.4176,8.03693,33.0552,0.154159,-7.7393,-9.54631,-34.3082,-0.208129,7.92006,-9.67119,-34.2002,-0.0489322,0.14521,0.752997,-1.71006,-0.145649,0.755937,-1.70615,0.0647872,-0.744857,1.71785,-0.0654052,-0.749199,1.71506,0.101397,0.77282,-1.62378,-0.101628,0.77547,-1.62129,0.0453027,-0.768642,1.62899,-0.0453619,-0.772747,1.62731,-0.134887,-0.0790513,0.105962,0.0281308,0,0,0,0,
-17.7185,8.04102,33.3097,0.285819,17.7186,8.06834,33.0858,0.161844,-7.91548,-9.36785,-34.8182,-0.192798,8.0492,-9.71655,-34.2636,-0.062248,-17.655,8.03965,33.2918,0.283993,17.6736,8.06456,33.0691,0.162805,-7.86761,-9.52788,-34.3862,-0.214572,8.02924,-9.70761,-34.2363,-0.0597613,0.145179,0.752964,-1.70962,-0.145598,0.755857,-1.70583,0.0647794,-0.744868,1.71745,-0.0653779,-0.749109,1.71474,0.100707,0.772906,-1.62342,-0.100935,0.775537,-1.62095,0.0449941,-0.768756,1.62859,-0.0450529,-0.772833,1.62693,-0.142909,-0.080922,0.0963989,0.031124,0,0,0,0,
-17.9795,8.04509,33.2907,0.295859,17.9786,8.08879,33.1017,0.181876,-8.05512,-9.32114,-34.9667,-0.189839,8.16153,-9.7507,-34.3081,-0.0699939,-17.9259,8.04653,33.2765,0.296068,17.9361,8.08238,33.0853,0.17141,-8.01361,-9.36735,-34.8111,-0.19634,8.13638,-9.74491,-34.2803,-0.0740154,0.145148,0.752946,-1.70918,-0.145553,0.755791,-1.70551,0.0647729,-0.744892,1.71705,-0.0653502,-0.74903,1.71444,0.100016,0.772992,-1.62306,-0.100243,0.775605,-1.6206,0.0446855,-0.76887,1.62819,-0.0447439,-0.772919,1.62654,-0.147929,-0.0909379,0.0949193,0.0349969,0,0,0,0,
-18.2405,8.04214,33.2709,0.309272,18.2402,8.10822,33.1138,0.192267,-8.17685,-9.3239,-34.9718,-0.200403,8.27303,-9.78352,-34.333,-0.0772166,-18.1869,8.03892,33.2529,0.308283,18.1835,8.10265,33.0988,0.186668,-8.13541,-9.36698,-34.8204,-0.205965,8.24817,-9.77845,-34.3096,-0.0862232,0.145116,0.752941,-1.70875,-0.145501,0.755736,-1.70519,0.0647659,-0.744923,1.71665,-0.0653224,-0.748963,1.7141,0.0993253,0.773077,-1.6227,-0.0995509,0.775673,-1.62026,0.0443769,-0.768984,1.6278,-0.0444349,-0.773005,1.62616,-0.154636,-0.0961336,0.100201,0.0386083,0,0,0,0,
-18.4944,8.04927,33.261,0.319863,18.509,8.12495,33.135,0.19649,-8.25956,-9.5559,-34.4329,-0.242442,8.38816,-9.81367,-34.3697,-0.0963942,-18.4414,8.04645,33.2413,0.319043,18.4564,8.12205,33.1193,0.195664,-8.23441,-9.55192,-34.4018,-0.238752,8.36484,-9.80758,-34.3464,-0.0964091,0.145084,0.752948,-1.70835,-0.145458,0.755694,-1.70489,0.0647581,-0.744951,1.71625,-0.0652964,-0.74891,1.7138,0.0986346,0.773163,-1.62234,-0.0988586,0.77574,-1.61992,0.0440683,-0.769098,1.6274,-0.0441259,-0.773091,1.62577,-0.159931,-0.0982448,0.121221,0.0481971,0,0,0,0,
-18.7539,8.04468,33.2362,0.331858,18.7708,8.13868,33.1447,0.206721,-8.37831,-9.56188,-34.4136,-0.246815,8.50086,-9.84158,-34.3976,-0.105435,-18.6977,8.04139,33.2226,0.334221,18.7162,8.13364,33.1265,0.210143,-8.35229,-9.56147,-34.3853,-0.249034,8.4772,-9.83667,-34.3756,-0.0961139,0.14505,0.752968,-1.70792,-0.145411,0.75566,-1.70457,0.0647516,-0.745001,1.71585,-0.0652681,-0.748862,1.71348,0.0979439,0.773249,-1.62198,-0.0981663,0.775808,-1.61957,0.0437597,-0.769213,1.627,-0.0438169,-0.773178,1.62539,-0.165929,-0.10336,0.123407,0.0527176,0,0,0,0,
-19.0109,8.03754,33.2158,0.346354,19.033,8.15192,33.1488,0.223989,-8.5009,-9.54991,-34.4666,-0.247853,8.6151,-9.86816,-34.4238,-0.116326,-18.9588,8.03504,33.1956,0.344474,18.9795,8.14893,33.1304,0.216938,-8.47662,-9.54412,-34.4455,-0.248082,8.59176,-9.86285,-34.4002,-0.11399,0.145016,0.752999,-1.70749,-0.145364,0.755635,-1.70425,0.0647453,-0.745056,1.71544,-0.0652388,-0.748823,1.71317,0.0972532,0.773334,-1.62161,-0.097474,0.775875,-1.61923,0.0434511,-0.769327,1.62661,-0.0435079,-0.773264,1.625,-0.173177,-0.111994,0.123926,0.0581631,0,0,0,0,
-19.2699,8.02851,33.1891,0.356613,19.2939,8.16444,33.1501,0.234607,-8.62098,-9.54809,-34.4617,-0.256057,8.72747,-9.89237,-34.4457,-0.11711,-19.2154,8.02641,33.173,0.354513,19.2395,8.15954,33.1344,0.231789,-8.59622,-9.54346,-34.4415,-0.257557,8.70367,-9.88653,-34.423,-0.120926,0.14498,0.75304,-1.70706,-0.145319,0.755618,-1.70393,0.0647389,-0.74512,1.71504,-0.06521,-0.748793,1.71285,0.0965625,0.77342,-1.62125,-0.0967818,0.775943,-1.61888,0.0431425,-0.769441,1.62621,-0.0431989,-0.77335,1.62462,-0.178306,-0.117303,0.128028,0.0585552,0,0,0,0,
-19.5289,8.01867,33.1622,0.369552,19.5544,8.17408,33.1483,0.248643,-8.74111,-9.54717,-34.4584,-0.265008,8.83922,-9.91618,-34.463,-0.12911,-19.4743,8.01543,33.1421,0.367251,19.4997,8.16978,33.1322,0.249362,-8.71664,-9.54112,-34.4373,-0.267227,8.81527,-9.91,-34.444,-0.124123,0.144943,0.753091,-1.70664,-0.145274,0.755609,-1.7036,0.0647322,-0.745191,1.71464,-0.0651812,-0.748771,1.71253,0.0958718,0.773506,-1.62089,-0.0960895,0.776011,-1.61854,0.0428339,-0.769555,1.62581,-0.0428899,-0.773436,1.62423,-0.184776,-0.124321,0.132504,0.064555,0,0,0,0,
-19.787,8.00429,33.1315,0.378667,19.8146,8.18335,33.1429,0.248228,-8.86077,-9.53869,-34.4478,-0.275966,8.95113,-9.93483,-34.4775,-0.137235,-19.7323,8.00073,33.1136,0.38008,19.7594,8.17843,33.1238,0.25306,-8.83626,-9.53481,-34.4269,-0.270762,8.92682,-9.9282,-34.4589,-0.138712,0.144905,0.753151,-1.70621,-0.14523,0.755608,-1.70327,0.0647252,-0.74527,1.71424,-0.0651523,-0.748757,1.71221,0.0951811,0.773592,-1.62053,-0.0953972,0.776078,-1.6182,0.0425253,-0.769669,1.62542,-0.0425809,-0.773522,1.62385,-0.189333,-0.124114,0.137983,0.0686174,0,0,0,0,
-20.0448,7.98959,33.1038,0.390498,20.0745,8.18723,33.1319,0.274106,-8.98019,-9.52955,-34.4413,-0.279253,9.06294,-9.95084,-34.4902,-0.139598,-19.9906,7.9864,33.0843,0.392113,20.0197,8.18344,33.1151,0.266869,-8.95595,-9.52376,-34.4209,-0.281626,9.03903,-9.94499,-34.4689,-0.14776,0.144866,0.753219,-1.70578,-0.145185,0.755614,-1.70293,0.0647179,-0.745357,1.71383,-0.0651232,-0.74875,1.71188,0.0944904,0.773677,-1.62017,-0.0947049,0.776146,-1.61785,0.0422167,-0.769783,1.62502,-0.0422719,-0.773609,1.62346,-0.195249,-0.137053,0.139626,0.069799,0,0,0,0,
-20.303,7.97348,33.0699,0.404737,20.3347,8.19631,33.1245,0.269666,-9.09882,-9.51732,-34.4327,-0.28496,9.17557,-9.96592,-34.4986,-0.150682,-20.2477,7.97069,33.0549,0.402441,20.2794,8.19043,33.1071,0.282352,-9.07444,-9.51225,-34.4089,-0.287907,9.15146,-9.95957,-34.4803,-0.149814,0.144826,0.753296,-1.70535,-0.145141,0.755626,-1.70259,0.0647101,-0.745451,1.71342,-0.0650943,-0.748751,1.71155,0.0937996,0.773763,-1.61981,-0.0940127,0.776214,-1.61751,0.0419081,-0.769898,1.62463,-0.0419629,-0.773695,1.62308,-0.202369,-0.134833,0.14248,0.0753412,0,0,0,0,
-20.5593,7.9518,33.038,0.415191,20.594,8.19613,33.1074,0.283925,-9.21701,-9.50369,-34.4227,-0.294803,9.28845,-9.97668,-34.5078,-0.167474,-20.5068,7.94895,33.0176,0.413048,20.5416,8.19452,33.0931,0.284755,-9.19303,-9.49875,-34.399,-0.290972,9.2648,-9.97225,-34.4867,-0.158559,0.144785,0.75338,-1.70492,-0.145098,0.755645,-1.70225,0.0647015,-0.745553,1.71301,-0.0650657,-0.74876,1.71121,0.0931089,0.773849,-1.61945,-0.0933204,0.776281,-1.61716,0.0415995,-0.770012,1.62423,-0.0416539,-0.773781,1.62269,-0.207595,-0.141963,0.147402,0.0837369,0,0,0,0,
-20.8138,7.97679,32.9062,0.431381,20.854,8.19524,33.0967,0.295863,-9.3338,-9.48748,-34.411,-0.300032,9.40257,-9.98708,-34.5132,-0.168998,-20.7647,7.92609,32.9877,0.424934,20.801,8.19313,33.0759,0.299999,-9.31126,-9.48012,-34.3883,-0.297126,9.37742,-9.981,-34.4905,-0.166782,0.144743,0.753471,-1.70449,-0.145054,0.755671,-1.7019,0.0646924,-0.745662,1.7126,-0.0650372,-0.748775,1.71087,0.0924182,0.773934,-1.61909,-0.0926281,0.776349,-1.61682,0.0412909,-0.770126,1.62383,-0.0413449,-0.773867,1.62231,-0.215691,-0.147931,0.150016,0.0844991,0,0,0,0,
-21.075,8.05084,32.9571,0.384963,21.1132,8.19089,33.0728,0.314082,-9.45309,-9.47069,-34.3974,-0.308473,9.51399,-9.99935,-34.5134,-0.184764,-21.0205,8.03949,32.9393,0.388101,21.0587,8.18833,33.0557,0.306212,-9.42884,-9.46633,-34.3784,-0.307255,9.48967,-9.99274,-34.4943,-0.174998,0.144701,0.753541,-1.70405,-0.145011,0.755703,-1.70155,0.0646829,-0.745778,1.71219,-0.0650086,-0.748797,1.71053,0.0917275,0.77402,-1.61873,-0.0919358,0.776417,-1.61648,0.0409823,-0.77024,1.62344,-0.0410359,-0.773953,1.62192,-0.192481,-0.157041,0.154237,0.092382,0,0,0,0,
-21.3017,8.23326,32.6191,0.388798,21.3649,8.1817,33.0522,0.327312,-9.56834,-9.46197,-34.3926,-0.312694,9.63092,-10.0131,-34.5145,-0.192131,-21.253,8.30478,32.402,0.407174,21.3162,8.17632,33.0323,0.322827,-9.53769,-9.45731,-34.3733,-0.313291,9.61449,-10.0104,-34.4963,-0.190392,0.144657,0.753577,-1.70359,-0.144966,0.755742,-1.70118,0.0646719,-0.745897,1.71178,-0.0649813,-0.748823,1.71018,0.0910368,0.774106,-1.61837,-0.0912435,0.776484,-1.61613,0.0406737,-0.770354,1.62304,-0.0407269,-0.77404,1.62154,-0.194399,-0.163656,0.156347,0.0960654,0,0,0,0,
-21.6147,8.37904,32.827,0.282618,21.6054,8.16721,33.0375,0.338708,-9.67982,-9.45434,-34.3943,-0.320461,9.74978,-10.0243,-34.5072,-0.199268,-21.5583,8.36285,32.8165,0.288011,21.5516,8.16479,33.0221,0.33963,-9.65668,-9.44908,-34.3739,-0.316053,9.72418,-10.0181,-34.4876,-0.188532,0.144619,0.753561,-1.70313,-0.144915,0.75579,-1.70082,0.0646608,-0.74602,1.71137,-0.0649538,-0.748853,1.70982,0.0903461,0.774191,-1.61801,-0.0905513,0.776552,-1.61579,0.0403651,-0.770468,1.62264,-0.0404179,-0.774126,1.62115,-0.141309,-0.169354,0.160231,0.0996341,0,0,0,0,
-21.8985,8.57736,32.7487,0.230687,21.84,8.14492,33.0222,0.337168,-9.77986,-9.45739,-34.4078,-0.324187,9.88127,-10.0386,-34.4992,-0.200585,-21.8427,8.55872,32.7378,0.234037,21.7874,8.14311,33.0074,0.343804,-9.75682,-9.45145,-34.3894,-0.321577,9.85577,-10.0333,-34.4822,-0.196423,0.144587,0.75349,-1.70267,-0.144859,0.755846,-1.70045,0.0646432,-0.746141,1.71096,-0.0649327,-0.748886,1.70946,0.0896554,0.774277,-1.61764,-0.089859,0.77662,-1.61545,0.0400566,-0.770582,1.62225,-0.0401089,-0.774212,1.62077,-0.115344,-0.168584,0.162094,0.100292,0,0,0,0,
-22.1827,8.71605,32.6917,0.197141,22.069,8.12012,33.0244,0.354163,-9.87945,-9.46548,-34.4435,-0.329083,10.014,-10.0574,-34.4994,-0.204254,-22.1283,8.70443,32.6726,0.198123,22.0188,8.11824,33.0005,0.352707,-9.85707,-9.45848,-34.4164,-0.327779,9.98931,-10.0513,-34.4803,-0.206149,0.144564,0.753383,-1.70222,-0.144799,0.755909,-1.70011,0.0646213,-0.746251,1.71059,-0.0649186,-0.748919,1.70911,0.0889647,0.774363,-1.61728,-0.0891667,0.776687,-1.6151,0.039748,-0.770697,1.62185,-0.0397998,-0.774298,1.62038,-0.0985704,-0.177082,0.164542,0.102127,0,0,0,0,
-22.4797,8.77869,32.6224,0.190023,22.2883,8.08475,33.0004,0.359639,-10.016,-9.57713,-34.8243,-0.222767,10.1496,-10.0686,-34.4742,-0.218235,-22.4284,8.76992,32.6075,0.187819,22.2284,8.08006,32.9806,0.365058,-9.98872,-9.5079,-34.7812,-0.246736,10.1213,-10.063,-34.4566,-0.2245,0.144547,0.753256,-1.7017,-0.14472,0.755993,-1.69972,0.0645916,-0.746364,1.71018,-0.0649091,-0.748958,1.70871,0.088274,0.774449,-1.61692,-0.0884744,0.776755,-1.61476,0.0394394,-0.770811,1.62145,-0.0394909,-0.774384,1.62,-0.0950114,-0.17982,0.111384,0.109117,0,0,0,0,
-22.7673,8.82622,32.6082,0.191142,22.5209,8.05986,32.9962,0.361741,-10.1229,-9.78052,-34.7572,-0.181487,10.2716,-10.077,-34.4639,-0.226542,-22.7156,8.81847,32.5883,0.191402,22.4613,8.05625,32.9828,0.360398,-10.0926,-9.7153,-34.731,-0.200726,10.2439,-10.0731,-34.4441,-0.237193,0.144534,0.753152,-1.70126,-0.144649,0.756075,-1.69938,0.0645586,-0.746382,1.70981,-0.064907,-0.748995,1.70835,0.0875833,0.774534,-1.61656,-0.0877821,0.776823,-1.61441,0.0391308,-0.770925,1.62106,-0.0391818,-0.77447,1.61961,-0.0955712,-0.180871,0.0907435,0.113271,0,0,0,0,
-23.0358,8.87056,32.5895,0.195232,22.7729,8.02968,32.9933,0.371418,-10.2095,-10.0655,-34.5818,-0.133851,10.4002,-10.0739,-34.4449,-0.247398,-22.9855,8.85873,32.5764,0.193781,22.7128,8.02957,32.9715,0.37913,-10.1981,-9.99644,-34.6304,-0.139375,10.3702,-10.0694,-34.4271,-0.247503,0.144526,0.753053,-1.70078,-0.144568,0.75617,-1.69901,0.064525,-0.746344,1.70942,-0.0649036,-0.749041,1.70796,0.0868926,0.77462,-1.6162,-0.0870899,0.77689,-1.61407,0.0388222,-0.771039,1.62066,-0.0388729,-0.774557,1.61923,-0.0976162,-0.185709,0.0669254,0.123699,0,0,0,0,
-23.2903,8.9122,32.586,0.204881,23.038,8.00133,32.9839,0.383494,-10.2825,-10.2699,-34.2543,-0.152471,10.5291,-10.0701,-34.4273,-0.260366,-23.24,8.90069,32.5698,0.203778,22.9774,8.0004,32.9652,0.38469,-10.2817,-10.1913,-34.4951,-0.118161,10.5013,-10.0655,-34.4067,-0.251236,0.144517,0.752967,-1.70033,-0.144488,0.75627,-1.69864,0.0644912,-0.746266,1.70902,-0.0648994,-0.749093,1.70756,0.0862018,0.774706,-1.61584,-0.0863976,0.776958,-1.61373,0.0385136,-0.771153,1.62027,-0.0385638,-0.774643,1.61884,-0.102441,-0.191747,0.0762356,0.130183,0,0,0,0,
-23.5527,8.93625,32.6003,0.212187,23.2935,8.27837,32.9263,0.276744,-10.3916,-10.3564,-34.0847,-0.181144,10.6368,-10.0717,-34.4256,-0.261498,-23.4919,8.9313,32.584,0.210398,23.2461,8.26293,32.9149,0.285482,-10.3641,-10.372,-34.0919,-0.16161,10.6195,-10.0651,-34.4013,-0.260238,0.144506,0.752896,-1.69988,-0.14441,0.756306,-1.69824,0.0644577,-0.746165,1.7086,-0.0648933,-0.749152,1.70716,0.0855111,0.774791,-1.61548,-0.0857053,0.777025,-1.61338,0.038205,-0.771267,1.61987,-0.0382549,-0.774729,1.61846,-0.106093,-0.138372,0.090572,0.130749,0,0,0,0,
-23.8042,8.94842,32.6221,0.22022,23.564,8.42929,32.8609,0.236201,-10.5548,-10.5811,-34.3602,-0.0640414,10.7349,-10.0729,-34.4415,-0.262052,-23.7503,8.94198,32.6053,0.217639,23.5083,8.41906,32.845,0.240173,-10.5289,-10.5619,-34.3379,-0.0726459,10.7125,-10.067,-34.4171,-0.2686,0.144488,0.75284,-1.69946,-0.144341,0.756282,-1.69785,0.0644336,-0.746032,1.70818,-0.0648812,-0.749214,1.70677,0.0848204,0.774877,-1.61512,-0.085013,0.777093,-1.61304,0.0378964,-0.771381,1.61947,-0.0379458,-0.774815,1.61807,-0.11011,-0.118101,0.0320207,0.131026,0,0,0,0,
-24.046,8.9844,32.6672,0.220375,23.8436,8.49674,32.827,0.230345,-10.6946,-10.7383,-34.3584,-0.044933,10.8275,-10.0693,-34.4667,-0.269668,-23.9953,8.97797,32.6422,0.223642,23.7891,8.4892,32.8096,0.230294,-10.6691,-10.724,-34.3347,-0.0457039,10.8056,-10.0666,-34.447,-0.268822,0.144461,0.752796,-1.69908,-0.144287,0.756239,-1.69747,0.0644169,-0.745866,1.70779,-0.0648631,-0.749275,1.70641,0.0841297,0.774963,-1.61476,-0.0843208,0.777161,-1.61269,0.0375878,-0.771496,1.61908,-0.0376368,-0.774901,1.61769,-0.110187,-0.115173,0.0224665,0.134834,0,0,0,0,
-24.2799,9.02672,32.7092,0.218742,24.1293,8.52873,32.7793,0.225762,-10.8361,-10.8343,-34.3694,-0.041436,10.9194,-10.0638,-34.4932,-0.277622,-24.2265,9.01775,32.6885,0.22036,24.0726,8.52373,32.7692,0.224637,-10.8103,-10.8241,-34.3447,-0.0447062,10.8965,-10.0597,-34.4707,-0.285287,0.144424,0.752754,-1.69869,-0.14424,0.756193,-1.69706,0.0644076,-0.745687,1.70737,-0.0648352,-0.749345,1.70603,0.083439,0.775048,-1.6144,-0.0836285,0.777228,-1.61235,0.0372792,-0.77161,1.61868,-0.0373278,-0.774988,1.6173,-0.109371,-0.112881,0.020718,0.138811,0,0,0,0,
-24.6021,8.51611,34.196,0.0917126,24.4041,8.55603,32.7416,0.234365,-10.9935,-10.8895,-34.3918,-0.0514376,10.988,-10.0452,-34.5147,-0.282285,-24.4631,9.06388,32.7314,0.216633,24.3582,8.5462,32.7241,0.227484,-10.9487,-10.8917,-34.3666,-0.0471479,10.9918,-10.0494,-34.4943,-0.282773,0.144379,0.752728,-1.69836,-0.144201,0.756154,-1.69665,0.0644057,-0.745521,1.70696,-0.0648002,-0.749421,1.70566,0.0827483,0.775134,-1.61404,-0.0829362,0.777296,-1.61201,0.0369706,-0.771724,1.61828,-0.0370188,-0.775074,1.61692,-0.0458563,-0.117182,0.0257188,0.141142,0,0,0,0,
-24.768,9.71527,32.6428,0.0157447,24.6895,8.56304,32.66,0.247177,-11.0979,-10.7316,-34.7401,-0.0952193,11.1531,-10.0513,-34.5636,-0.299597,-24.7139,9.67804,32.6385,0.0234805,24.6344,8.55828,32.6441,0.248044,-11.0619,-10.708,-34.6762,-0.102845,11.1304,-10.0483,-34.5382,-0.293216,0.144331,0.752605,-1.69807,-0.144178,0.756124,-1.69622,0.0643933,-0.745398,1.70656,-0.0647761,-0.749502,1.7053,0.0820576,0.77522,-1.61367,-0.0822439,0.777364,-1.61166,0.036662,-0.771838,1.61789,-0.0367098,-0.77516,1.61653,-0.00787236,-0.123588,0.0476096,0.149798,0,0,0,0,
